,Substrate,ParametersType,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,CellVoltage,CurrentDensity,FaradaicEfficiency,ElectrodeArea,I,kWh,ActualProductionRate_mass,CO2rate_fed,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,SubstratePathway,YieldBP_Molar,YieldBP_Mass,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,BioproductionCost_mass2
0,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,33997.86221704784,169989311.0852392,199907.4298362413,27.939979263078513,93.04497613474734,232.5338687084617,258.0884395992351,13.24821036926912,339.67768824673516,521.9897160905799,182.31202784384476,1.9981040485102068,1-3-Butanediol-PW1,Acetaldehyde,0.437380952380953,0.894775180919208,648.194748582713,226.39085677185847,2.201532749611108,273.9341811488247
1,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,33429.25275887379,167146263.79436892,196564.00622217782,27.472687044269325,91.48881201101408,232.53386870846168,258.0884395992351,13.24821036926912,339.67768824673516,522.2979116430864,182.62022339635126,1.9981040485102066,1-3-Butanediol-PW2,Acetaldehyde,0.444820512820513,0.909994714376324,637.7300920198197,222.98081090322262,2.1973829786144847,264.1749856553573
2,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,35449.56367487039,177247818.37435195,208443.43440823787,29.13301041217836,97.01797674977267,232.5338687084617,258.08843959923513,13.248210369269126,339.6776882467353,521.247713578471,181.57002533173574,1.998104048510207,1-3-Diaminopropane,Acetaldehyde,0.496486486486487,0.858133081555806,674.9117807558116,235.0969528235087,1.9927667231568604,336.1414378191453
3,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,34471.820720520394,172359103.60260198,202694.3058366599,28.32948583481651,94.34210056459904,232.5338687084617,258.0884395992351,13.248210369269117,339.67768824673516,521.7405923857456,182.0629041390104,1.9981040485102068,1-3-Propanediol,Acetaldehyde,0.510882352941177,0.882472775742205,656.9174542862557,229.2332650600734,1.9866966502817265,319.1790237383622
4,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,36811.21164551402,184056058.22757012,216449.92447562245,30.252034185511945,100.74451996956766,232.5338687084617,258.08843959923513,13.248210369269119,339.67768824673516,520.6049305481005,180.9272423013653,1.9981040485102066,1-4-Butanediol,Acetaldehyde,0.403953488372093,0.826390709685658,699.9714736038758,243.26298307516913,2.222064866503966,322.2204462982016
5,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,48043.55861607665,240217793.08038324,282496.12466253067,39.482954042462694,131.48508386564527,232.53386870846168,258.08843959923513,13.248210369269119,339.67768824673516,516.6925076156746,177.0148193689394,1.9981040485102068,1-Propanol-PW1,Acetaldehyde,0.464155844155844,0.633184638948577,906.690956989977,310.62524346571865,2.547691413748564,473.5834166527212
6,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,51591.57248187663,257957862.40938315,303358.44619343453,42.398767784006075,141.19524926844446,232.53386870846168,258.0884395992351,13.248210369269119,339.67768824673516,515.8107241701778,176.1330359234426,1.9981040485102066,1-Propanol-PW2,Acetaldehyde,0.432235294117647,0.589639777442557,971.9884050929501,331.9032750760019,2.5735851881560317,534.4789231064246
7,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,34807.33512697756,174036675.63488778,204667.13054662803,28.605216864580388,95.26033270938422,232.53386870846174,258.08843959923513,13.248210369269122,339.6776882467353,521.5683394065423,181.89065115980708,1.998104048510207,2-3-Butanediol,Acetaldehyde,0.427209302325582,0.873966455781552,663.0922425965872,231.24540098071208,2.2074403671434735,287.8273801821967
8,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,55448.395403701565,277241977.01850784,326036.56497376517,45.56836567722654,151.75055990609985,232.5338687084617,258.08843959923513,13.248210369269122,339.6776882467352,514.9801995372784,175.30251129054318,1.9981040485102068,2-Methyl-1-Butanol,Acetaldehyde,0.274179104477612,0.548626215324069,1042.9691577353683,355.03328616104915,2.901078116891436,549.7858778638242
9,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.176,500,100.0,23770.87814444572,118854390.7222286,139772.76348934084,19.53528248867205,65.05587838234362,232.5338687084617,258.08843959923513,13.248210369269119,339.6776882467352,577.1513888578871,237.4737006111519,1.998104048510207,2-Pyrone-4-6-Dicarboxylate,Acetaldehyde,0.309606741573034,1.27973578137387,501.10290755858813,206.18292555863042,1.8653883785477492,183.98688320547075
