,Substrate,ParametersType,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,CellVoltage,CurrentDensity,FaradaicEfficiency,ElectrodeArea,I,kWh,ActualProductionRate_mass,CO2rate_fed,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,SubstratePathway,YieldBP_Molar,YieldBP_Mass,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,BioproductionCost_mass2
23,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,53697.809064740846,268489045.32370424,402733.5679855564,44.12970621986027,146.95957442911484,296.5993223322216,258.0884395992352,13.24821036926912,339.6776882467353,567.9359723007259,228.25828405399062,1.9981040485102077,Butanol-PW2,Acetaldehyde,0.336694214876033,0.56651181576978,1113.9043381920771,447.6876007800899,2.7669532479621233,643.5222860385162
24,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,30772.457785634255,153862288.92817128,230793.4333922569,25.28929104176004,84.21772469082276,296.59932233222156,258.08843959923513,13.248210369269117,339.67768824673516,567.9359723007257,228.2582840539905,1.998104048510207,Butyrate,Acetaldehyde,0.5,0.988560729469152,638.3421376265788,256.5551190281823,2.2458059917552733,256.5551190281824
25,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,41628.04176914174,208140208.8457087,312210.313268563,34.21058113498589,113.92716777950369,296.5993223322216,258.08843959923513,13.248210369269122,339.6776882467353,567.9359723007258,228.2582840539905,1.998104048510207,Catechol,Acetaldehyde,0.29236074270557,0.730768059781172,863.5297626609366,347.0599353938532,2.701969640563106,404.19492376520856
26,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,33239.55485221944,166197774.2610972,249296.6613916458,27.316790313341514,90.96964886232016,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102073,ciscisMuconate,Acetaldehyde,0.287780678851174,0.915188047835547,689.5194607441182,277.1237192349335,2.12749585622003,327.8451651867131
27,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,15829.4530825371,79147265.4126855,118720.89811902824,13.008894148944085,43.3218734427432,296.59932233222156,258.088439599235,13.24821036926912,339.67768824673516,567.9359723007257,228.2582840539905,1.9981040485102068,Citrate,Acetaldehyde,0.447692307692308,1.92176212011297,328.3652865350125,131.97279359457664,1.511955599497093,71.33283462050667
28,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,42403.180200684175,212015901.00342086,318023.8515051313,34.84760212074807,116.04855813056601,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467352,567.9359723007257,228.25828405399045,1.998104048510207,CoumaricAcid,Acetaldehyde,0.193708260105448,0.71740947665134,879.6091907909282,353.5223939323624,2.737255764269044,414.2757108651908
29,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,31085.945242442394,155429726.21221197,233144.58931831794,25.546919976971804,85.07567372158944,296.5993223322217,258.08843959923513,13.248210369269122,339.6776882467353,567.9359723007259,228.25828405399062,1.9981040485102075,EthylAcetate,Acetaldehyde,0.489295774647887,0.978591549295774,644.8451038404587,259.1687163025866,2.2249725117677808,266.599776839936
30,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,63543.02049001783,317715102.45008916,476572.6536751337,52.22065621273747,173.90384099088405,296.59932233222156,258.08843959923513,13.248210369269113,339.67768824673516,567.9359723007257,228.2582840539905,1.9981040485102068,Farnesene,Acetaldehyde,0.103202247191011,0.478737760363534,1318.132851571688,529.7687724130138,3.694251669349045,690.1100677823504
31,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,33752.55562308095,168762778.11540475,253144.16717310715,27.73838243605524,92.37362374101066,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102073,GammaButyrolactone,Acetaldehyde,0.461190476190477,0.90127822188738,700.1611199497959,281.40069232388083,2.291217768296076,310.6540993394629
32,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,19809.978176134227,99049890.88067113,148574.83632100667,16.280152437516698,54.21573082627571,296.59932233222156,258.08843959923513,13.248210369269122,339.67768824673516,567.9359723007258,228.25828405399062,1.9981040485102068,Glutamate_L,Acetaldehyde,0.462954545454545,1.53561215694694,410.93707572467,165.15909597888685,1.6505404234732695,130.34520373421424
33,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,31961.617969844854,159808089.84922427,239712.1347738364,26.266561632340363,87.47220523003693,296.5993223322216,258.08843959923513,13.248210369269119,339.6776882467352,567.9359723007258,228.25828405399056,1.9981040485102073,Glutarate,Acetaldehyde,0.322280701754386,0.951780455696153,663.0100097626739,266.4693460531732,1.9246954350791627,335.81178579921624
34,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,15128.872632109853,75644363.16054927,113466.5447408239,12.4331460877251,41.40453255600394,296.59932233222156,258.08843959923513,13.24821036926912,339.67768824673516,567.9359723007257,228.2582840539905,1.9981040485102068,Glycolate,Acetaldehyde,1.18037037037037,2.01075414248384,313.8324849817387,126.13193739452076,1.2833564890914295,95.66188183619565
35,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,62598.83110086825,312994155.50434124,469491.23325651186,51.44470648434454,171.31979383464687,296.59932233222156,258.08843959923513,13.24821036926912,339.67768824673516,567.9359723007258,228.25828405399062,1.9981040485102068,Heptane,Acetaldehyde,0.213645320197044,0.485958647807776,1298.546639862741,521.8969078123419,3.5313932491902205,698.2097875004034
36,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,63564.00932222284,317820046.6111142,476730.06991667126,52.23790516600458,173.96128299647674,296.5993223322216,258.08843959923513,13.248210369269119,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102075,Hexane,Acetaldehyde,0.244647887323944,0.478579681182727,1318.5682427292409,529.9437598118797,3.5281635006673255,718.7804476157955
37,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,40230.39264149726,201151963.2074863,301727.9448112295,33.06197104314708,110.10209698839901,296.5993223322216,258.0884395992351,13.24821036926912,339.67768824673516,567.9359723007257,228.2582840539905,1.9981040485102066,Isobutanol,Acetaldehyde,0.386736842105263,0.756155764802228,834.5370075808079,335.40750123339893,2.3374713822951847,437.1668725906265
38,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,33502.948051860934,167514740.25930467,251272.11038895702,27.53325099810566,91.6905004799377,296.5993223322216,258.0884395992351,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.998104048510207,Isobutyrate,Acetaldehyde,0.45925,0.907993030017416,694.9832744981807,279.319672322463,2.26573339385958,309.80859754205204
39,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,63721.5121206078,318607560.60303897,477911.3409045584,52.36734344929011,174.3923349262517,296.59932233222156,258.088439599235,13.24821036926912,339.6776882467351,567.9359723007257,228.25828405399056,1.9981040485102064,Isoprene,Acetaldehyde,0.308739495798319,0.477396758233664,1321.8354719412719,531.2568869422641,3.695554319843359,693.5912375679009
40,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,41982.488557946395,209912442.78973198,314868.66418459796,34.501871095096995,114.89721386048436,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007259,228.25828405399062,1.9981040485102075,Isopropanol,Acetaldehyde,0.531166666666666,0.724598382826626,870.8823869594767,350.0150174586142,2.5034570937348097,445.294681024559
41,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,22599.884294345702,112999421.47172852,169499.13220759277,18.572941277918474,61.85111526691875,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007259,228.25828405399062,1.9981040485102073,Itaconate,Acetaldehyde,0.462954545454545,1.34604420624119,468.8107316959517,188.41900915258674,1.8829916046336332,148.70215890823403
42,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,63453.774674722925,317268873.3736146,475903.31006042194,52.147312594461184,173.65959402320036,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467352,567.9359723007258,228.25828405399056,1.9981040485102073,Limonene,Acetaldehyde,0.155021097046413,0.479411090546886,1316.2815413868975,529.0247151483893,3.6936003441018914,688.3694828895759
43,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,32214.044665072488,161070223.32536244,241605.33498804367,26.474009870852576,88.16304383874952,296.5993223322216,258.088439599235,13.24821036926912,339.6776882467352,567.9359723007257,228.25828405399045,1.9981040485102068,Lysine_L,Acetaldehyde,0.282615384615385,0.944322379645426,668.2463349645185,268.57386956218727,2.0290701933579536,323.3044020936664
44,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,15441.80459312674,77209022.9656337,115813.53444845056,12.690318507736324,42.2609613119866,296.5993223322216,258.08843959923513,13.24821036926912,339.67768824673516,567.9359723007258,228.25828405399062,1.998104048510207,Malate_L,Acetaldehyde,0.657096774193548,1.97000571614963,320.3239280220944,128.7409034077552,1.445633881748352,74.56616812487454
45,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,14237.44106730906,71187205.3365453,106780.80800481797,11.700553571290387,38.96487243434314,296.5993223322216,258.08843959923513,13.248210369269119,339.6776882467352,567.9359723007258,228.25828405399056,1.998104048510207,Malonate,Acetaldehyde,0.922380952380952,2.13665104370296,295.34067862077933,118.69992358509043,1.3977627477256847,57.721011507412925
46,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,61916.248291291646,309581241.4564582,464371.86218468734,50.883749168171256,169.45170869383477,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467352,567.9359723007258,228.25828405399056,1.9981040485102068,Nonane,Acetaldehyde,0.16875486381323,0.491315997910743,1284.387180361404,516.206100949353,3.5402176257266507,682.5501839878734
47,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,62474.53195745319,312372659.78726596,468558.9896808989,51.34255548828297,170.97961330333027,296.5993223322216,258.08843959923513,13.248210369269126,339.6776882467353,567.9359723007258,228.2582840539905,1.998104048510207,Octane,Acetaldehyde,0.187783783783784,0.486925509691572,1295.968185406309,520.8606050978783,3.538236714130353,694.467944004149
48,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,64026.35898088584,320131794.9044292,480197.6923566438,52.61787140602476,175.22663646727923,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.998104048510207,Pentane,Acetaldehyde,0.29010033444816,0.475123742788605,1328.1591981055658,533.7984461205664,3.5172693811824507,730.2234033045492
49,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,50896.66145265155,254483307.26325774,381724.96089488664,41.82767894252893,139.29342439142033,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102073,Pentanol-PW1,Acetaldehyde,0.29869918699187,0.59769034840183,1055.797489302567,424.33396539479486,2.8678590888523003,568.261444197676
50,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,55601.76529405034,278008826.4702517,417013.2397053775,45.694407471518424,152.1703009385267,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467352,567.9359723007257,228.25828405399045,1.9981040485102073,Pentanol-PW2,Acetaldehyde,0.273422818791946,0.547112904693701,1153.3998993796604,463.5612017916727,2.902197426311247,660.0263369067484
51,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,57619.087244178925,288095436.22089463,432143.15433134197,47.35227446014583,157.6912855083064,296.5993223322215,258.0884395992351,13.248210369269117,339.67768824673516,567.9359723007257,228.2582840539905,1.9981040485102064,Phenol,Acetaldehyde,0.247130044843049,0.52795774405813,1195.247112718833,480.3799517478439,3.2263684157386754,646.7644820432582
52,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,66919.88385175075,334599419.2587538,501899.12888813065,54.99581577126278,183.1456035728028,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102075,Propane-PW1,Acetaldehyde,0.454136125654451,0.454580037579211,1388.1823156677208,557.9222461376813,3.4826175303332865,796.1373355110621
53,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,84372.75862088587,421863793.10442936,632795.6896566441,69.3388634610738,230.91043966778008,296.5993223322216,258.08843959923513,13.248210369269122,339.6776882467353,567.9359723007259,228.25828405399062,1.9981040485102073,Propane-PW2,Acetaldehyde,0.360196078431373,0.360548165229659,1750.223770577432,703.4297774168291,3.609990426586549,1136.5253980577188
54,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,28580.13255371449,142900662.76857245,214350.99415285868,23.48760359662865,78.21779306037767,296.5993223322216,258.08843959923513,13.24821036926912,339.6776882467352,567.9359723007258,228.25828405399056,1.9981040485102068,Shikimate,Acetaldehyde,0.270810810810811,1.06439126057068,592.8646660295694,238.27733748919073,1.987887594009438,254.92377504796497
55,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,68525.8180750997,342629090.3754985,513943.63556324766,56.31559783908168,187.54070672756964,296.5993223322216,258.08843959923513,13.248210369269122,339.6776882467353,567.9359723007258,228.2582840539905,1.9981040485102073,Styrene,Acetaldehyde,0.187768313458262,0.443926744264279,1421.4957250860225,571.3111879210401,3.8806719631461273,761.7814913511809
56,Acetaldehyde,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,18703.855170357445,93519275.85178722,140278.91377768083,15.371123109539706,51.188505525533486,296.5993223322216,258.08843959923513,13.248210369269122,339.6776882467352,567.9359723007259,228.25828405399068,1.998104048510207,Succinate,Acetaldehyde,0.617272727272727,1.62642637248051,387.99172215869294,155.93716377627442,1.6531715651179573,106.95255608864022
57,AceticAcid,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,38429.494330970956,192147471.65485477,288221.2074822822,53.81513035364797,131.46677282485945,174.0623720804422,189.32732907959866,7.7748489260293105,249.1791944015363,371.1645500860701,121.9853556845338,1.4657599670678603,1-3-Butanediol-PW1,Acetate,0.304358974358975,0.464553366975266,887.7452731348872,291.762569662191,2.2501327767243273,505.2227010917515
58,AceticAcid,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,38429.494330970956,192147471.65485477,288221.2074822822,53.81513035364797,131.46677282485945,174.0623720804422,189.32732907959866,7.7748489260293105,249.1791944015363,371.1645500860701,121.9853556845338,1.4657599670678603,1-3-Butanediol-PW2,Acetate,0.304358974358974,0.464553366975266,887.7452731348872,291.762569662191,2.2501327767243247,505.22270109175196
59,AceticAcid,Categories-Category_2,0.0325,77.5,170,60.0,1812.1301775147926,1.5,500,100.0,39799.79269151721,198998963.45758602,298498.445186379,55.734041496768484,136.15454471477025,174.06237208044217,189.32732907959868,7.774848926029309,249.1791944015363,371.1645500860701,121.9853556845338,1.4657599670678607,1-3-Diaminopropane,Acetate,0.347837837837837,0.448558893785758,919.4000194056193,302.16608336532755,2.041352363764255,572.370117565696
