,Substrate,Formula_S,C_Sn,H_Sn,O_Sn,MW_S,N_electrons,ParametersType,CellVoltage,CurrentDensity,FaradaicEfficiency,EnergyEfficiency,ByProducts,ByP_FE,Xco2,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,PlantLife,StreamFactor,ScalingFactor,ElectrodeArea,I,Power,kWh,kWh_sep,emol_curr,MaxProductionRate,ActualProductionRate,ActualProductionRate_mass,CO2rate_fed,CO2rate_conv,Cost_elec_h,Cost_elec_h_sep,Cost_CO2_h,Cost_electrolyzer_h,CT_savings_h,ProductionCost_hNOCT,ProductionCost_h,Cost_elec_mol,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,Formula_BP,MW_BP,Deg_RedBP,BoilP_degC,SubstratePathway,CO2_BProd_mass,YieldBP_Molar,YieldBP_Mass,Bioconversion,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,CT_OverallSavings_mass,BioproductionCost_mass2
219,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,69622.61768,348113088.4,522169632.6,522169.6326,25000,3607.93789,6494288.202,3247144.101,90.95153212,238.1780198,142.9068119,16970.51306,812.5,18458.79653,758.0223896,24294.15802,36187.33198,11893.17396,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,1-Propanol-PW1,C3H8O,60.09382,6,97,CO_1:H2_1,1.098532262,0.137358491,0.274871675,90,1500.139029,493.0292858,5.252881599,892.9898719,607.1491573
220,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,43349.93176,216749658.8,325124488.2,325124.4882,25000,2246.451894,4043613.409,2021806.704,56.63019925,148.2995218,88.97971306,10566.54587,812.5,11493.21294,471.9762049,15126.55122,22531.73501,7405.183788,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,1-Propanol-PW2,C3H8O,60.09382,6,97,CO_1:H2_1,1.098532262,0.220606061,0.441460569,90,934.0488295,306.9804987,2.856121652,485.5406808,448.5081487
221,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,35073.65543,175368277.2,263052415.8,263052.4158,3125,1817.564099,3271615.378,1635807.689,45.81848263,119.986494,71.9918964,8549.203512,101.5625,9298.953285,381.8675165,12238.62239,18230.02431,5991.401925,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,2-3-Butanediol,C4H10O2,90.1192,5.5,177,CO_1:H2_1,0.732529805,0.181818182,0.545631338,90,755.7222232,248.372438,2.467110035,419.408706,336.3135172
222,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,49256.26905,246281345.3,369422017.9,369422.0179,25000,2552.526253,4594547.255,2297273.628,64.34594513,168.5050206,101.1030124,12006.21558,812.5,13059.1391,536.281973,17187.5121,25601.63665,8414.12455,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,2-Methyl-1-Butanol,C5H12O,88.14658,6,129,CO_1:H2_1,1.248204979,0.132363636,0.388524871,90,1061.311024,348.8059479,3.245262237,551.6945803,509.6164434
223,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,60264.6887,301323443.5,451985165.2,451985.1652,25000,3122.997397,5621395.314,2810697.657,78.72679817,206.1646731,123.6988039,14689.51787,812.5,15977.76217,656.1371126,21028.79666,31323.41715,10294.62049,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,3-Methyl-1-Pentanol,C6H14O,102.17296,6,153,CO_1:H2_1,1.292220564,0.093333333,0.317553877,90,1298.506356,426.7615528,4.205504053,714.9356891,583.5706672
224,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,138634.9268,693174634.1,1039761951,1039761.951,25000,7184.248769,12931647.78,6465823.892,181.1057875,474.2681825,284.5609095,33792.26341,812.5,36755.78414,1509.399991,48375.35461,72057.44754,23682.09293,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,4-Hydroxystyrene,C8H8O,120.14732,4.75,229,CO_1:H2_1,0.549450458,0.03450237,0.138040867,90,2987.127911,981.7367005,12.09770107,2056.609183,930.5187288
225,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,39580.6536,197903268,296854902,296854.902,25000,2051.122819,3692021.074,1846010.537,51.70620133,135.4048729,81.24292373,9647.784314,812.5,10493.87765,430.9378565,13811.29703,20572.59982,6761.302785,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Acetone,C3H6O,58.07814,5.333333333,56,CO_1:H2_1,0.757772201,0.25,0.483500999,90,852.8332494,280.2885331,2.853024409,485.0141495,367.8190999
226,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,95546.88488,477734424.4,716601636.6,716601.6366,25000,4951.368359,8912463.046,4456231.523,124.8177081,326.8645822,196.1187493,23289.55319,812.5,25332.00512,1040.275135,33340.18739,49661.83345,16321.64606,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Acrylate-PW1,C3H3O2,71.05362,3.666666667,80,CO_1:H2_1,0,0.084651163,0.200292093,90,2058.721949,676.6107623,8.716388859,1481.786106,576.9358426
227,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,37774.34984,188871749.2,283307623.8,283307.6238,2500,1957.517723,3523531.902,1761765.951,49.34653576,129.2255325,77.5353195,9207.497773,81.25,10014.97877,411.271565,13181.00432,19633.74811,6452.743792,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Acrylate-PW2,C3H3O2,71.05362,3.666666667,80,CO_1:H2_1,0,0.214117647,0.506621176,90,813.9133286,267.4972781,3.4460142,585.822414,228.0909145
228,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,140137.7742,700688871.2,1051033307,1051033.307,25000,7262.128348,13071831.03,6535915.513,183.0690327,479.4094029,287.6456417,34158.58247,812.5,37154.22872,1525.762375,48899.75909,72838.57357,23938.81447,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Benzoate-PW1,C7H5O2,121.1121,4.142857143,249.2,CO_1:H2_1,0.181691177,0.033860465,0.136560507,90,3019.509344,992.3790437,12.60255957,2142.435126,877.0742174
229,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,150566.6319,752833159.3,1129249739,1129249.739,25000,7802.565806,14044618.45,7022309.225,196.6927747,515.0863817,309.051829,36700.61651,812.5,39919.19458,1639.307482,52538.81093,78259.11858,25720.30764,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Benzoate-PW2,C7H5O2,121.1121,4.142857143,249.2,CO_1:H2_1,0.181691177,0.031515152,0.127101771,90,3244.217016,1066.230507,13.55394567,2304.170764,940.0462521
230,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,99149.96788,495749839.4,743624759.1,743624.7591,12500,5138.084976,9248552.957,4624276.478,129.5245969,339.1906797,203.5144078,24167.80467,406.25,26287.27768,1079.504019,34597.44933,51534.58636,16937.13704,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Butane,C4H10,58.1212,6.5,-1,CO_1:H2_1,1.893026985,0.099726027,0.193013533,90,2136.356568,702.1258247,7.152057807,1215.849827,920.5067409
231,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,46521.13879,232605694,348908540.9,348908.5409,25000,2410.788116,4339418.609,2169709.305,60.77290671,159.1481775,95.4889065,11339.52758,812.5,12333.98376,506.503001,16233.1141,24180.01434,7946.900233,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Butanol-PW1,C4H10O,74.1202,6,117.7,CO_1:H2_1,1.187530525,0.166666667,0.411367521,90,1002.377939,329.4372519,3.056420875,519.5915488,482.7863898
232,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,46521.13879,232605694,348908540.9,348908.5409,25000,2410.788116,4339418.609,2169709.305,60.77290671,159.1481775,95.4889065,11339.52758,812.5,12333.98376,506.503001,16233.1141,24180.01434,7946.900233,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Butanol-PW2,C4H10O,74.1202,6,117.7,CO_1:H2_1,1.187530525,0.166666667,0.411367521,90,1002.377939,329.4372519,3.056420875,519.5915488,482.7863898
233,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,32992.03159,164960158,247440236.9,247440.2369,3125,1709.691546,3077444.783,1538722.391,43.09915256,112.8652874,67.71917244,8041.807701,101.5625,8747.059774,359.2036534,11512.25932,17148.07113,5635.811813,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Butyrate,C4H7O2,87.09568,4.75,163.5,CO_1:H2_1,0.505306348,0.2,0.580057809,90,710.8700577,233.6315168,2.504434649,425.7538904,285.1161673
234,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,98220.26289,491101314.5,736651971.7,736651.9717,25000,5089.906411,9161831.539,4580915.77,128.3100764,336.0101717,201.606103,23941.18908,812.5,26040.78831,1069.381774,34273.03751,51051.35916,16778.32165,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Catechol,C6H6O2,110.10924,4.333333333,245,CO_1:H2_1,0.199846988,0.053138686,0.194840504,90,2116.324475,695.5421626,8.760424257,1489.272124,627.0523516
235,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,30057.54636,150287731.8,225431597.7,225431.5977,25000,1557.622566,2803720.619,1401860.309,39.26568671,102.8264537,61.69587222,7326.526926,812.5,7969.050161,327.2541866,10488.29828,15622.83127,5134.532997,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Citrate,C6H5O7,189.0964,2.5,,CO_1:H2_1,0,0.101111111,0.636688215,90,647.6415269,212.851098,2.742038765,466.1465901,181.4949369
236,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,104030.4595,520152297.3,780228446,780228.446,25000,5390.998629,9703797.532,4851898.766,135.9002289,355.8867745,213.5320647,25357.4245,812.5,27581.22502,1132.640801,36300.451,54071.29032,17770.83932,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,CoumaricAcid,C9H7O3,163.14818,4.111111111,346,CO_1:H2_1,0.134877386,0.033860465,0.183958483,90,2241.515152,736.6867959,9.3554366,1590.424222,651.0909305
237,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,32614.62682,163073134.1,244609701.1,244609.7011,25000,1690.133922,3042241.059,1521120.53,42.6061297,111.5741908,66.94451451,7949.815287,812.5,8646.999791,355.0946256,11380.56747,16951.9097,5571.342237,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,EthylAcetate,C4H8O2,88.10352,5,77.1,CO_1:H2_1,0.499526012,0.2,0.58677003,90,702.7382228,230.9589427,2.475785744,420.8835764,281.8546464
238,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,112029.0089,560145044.4,840217566.6,840217.5666,3125,5805.49424,10449889.63,5224944.816,146.3491368,383.2497023,229.9498214,27307.07091,101.5625,29701.85192,1219.725713,39091.46963,58228.64855,19137.17892,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Farnesene,C15H24,204.34866,5.6,260 (A)/272 (B),CO_1:H2_1,1.292203237,0.025103448,0.170824376,90,2413.857655,793.3281466,8.927788823,1517.7241,896.1335549
239,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,77943.76939,389718846.9,584578270.4,584578.2704,25000,4039.151187,7270472.137,3635236.068,101.8218717,266.6445656,159.9867394,18998.79379,812.5,20664.95384,848.6196627,27197.74569,40512.36729,13314.62159,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,GammaButyrolactone,C4H6O2,86.08784,4.5,204,CO_1:H2_1,0.255611013,0.085647059,0.245526816,90,1679.432553,551.9551295,6.854910737,1165.334825,514.0977276
240,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,33495.73608,167478680.4,251218020.6,251218.0206,25000,1735.794191,3124429.545,1562214.772,43.75716711,114.5884535,68.75307213,8164.58567,812.5,8880.60515,364.6877804,11688.02226,17409.8786,5721.856338,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Glutamate_L,C5H8NO4,146.11892,3.4,333.8,CO_1:H2_1,0,0.117419355,0.571334976,90,721.7232371,237.1984764,3.055692095,519.4676561,202.2555811
241,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63117.76371,315588818.6,473383227.8,473383.2278,25000,3270.84759,5887525.661,2943762.831,82.45391376,215.9250036,129.5550022,15384.9549,812.5,16734.18778,687.2002184,22024.35037,32806.3429,10781.99253,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Glycolate,C2H3O3,75.04192,2.5,112,CO_1:H2_1,0,0.121333333,0.303199677,90,1359.980764,446.965469,5.758000097,978.8600165,381.1207475
242,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63089.80127,315449006.3,473173509.5,473173.5095,25000,3269.398538,5884917.369,2942458.684,82.41738501,215.8293445,129.4976067,15378.13906,812.5,16726.7742,686.8957749,22014.59314,32791.80903,10777.21589,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Heptane,C7H16,100.20034,6.285714286,98,CO_1:H2_1,1.756880266,0.090909091,0.30333406,90,1359.378265,446.7674543,3.998568921,679.7567165,679.6215486
243,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63355.33971,316776698.5,475165047.8,475165.0478,25000,3283.159098,5909686.376,2954843.188,82.76427125,216.7377479,130.0426487,15442.86405,812.5,16797.17546,689.7868481,22107.25028,32929.82636,10822.57608,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Hexane,C6H14,86.17396,6.333333333,69,CO_1:H2_1,1.787488935,0.105263158,0.302062709,90,1365.099747,448.6478523,3.992184341,678.671338,686.4284094
244,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,40033.90318,200169515.9,300254273.8,300254.2738,25000,2074.610823,3734299.481,1867149.741,52.29830409,136.9554335,82.17326009,9758.2639,812.5,10614.04609,435.8726513,13969.45422,20808.18265,6838.728431,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Isobutanol,C5H10O,86.1309,5.6,108,CO_1:H2_1,1.021932895,0.166666667,0.478026973,90,862.5992911,283.4981986,2.630211998,447.1360396,415.4632515
245,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,32992.03159,164960158,247440236.9,247440.2369,25000,1709.691546,3077444.783,1538722.391,43.09915256,112.8652874,67.71917244,8041.807701,812.5,8747.059774,359.2036534,11512.25932,17148.07113,5635.811813,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Isobutyrate,C4H7O2,87.09568,4.75,155,CO_1:H2_1,0.505306348,0.2,0.580057809,90,710.8700577,233.6315168,2.504434649,425.7538904,285.1161673
246,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,113574.2366,567871182.9,851806774.4,851806.7744,12500,5885.570023,10594026.04,5297013.02,148.3677456,388.535905,233.121543,27683.72017,406.25,30111.53264,1236.549516,39630.66231,59031.80233,19401.14001,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Isoprene,C5H8,68.11622,5.6,34.07,CO_1:H2_1,1.292203237,0.074285714,0.168500235,90,2447.152243,804.2706038,9.068754231,1541.688219,905.464024
247,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,43034.65953,215173297.6,322759946.5,322759.9465,25000,2230.114062,4014205.311,2007102.656,56.21834325,147.2209798,88.33258787,10489.69826,812.5,11409.62593,468.5436506,15016.53994,22367.86784,7351.327906,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Isopropanol,C3H8O,60.09382,6,82.5,CO_1:H2_1,1.098532262,0.222222222,0.444694713,90,927.2557471,304.7479133,2.827360532,480.6512905,446.6044566
248,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,35747.69539,178738477,268107715.5,268107.7155,25000,1852.493758,3334488.765,1667244.383,46.69901498,122.2923755,73.37542528,8713.500752,812.5,9477.659098,389.206186,12473.8223,18580.36604,6106.54374,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Itaconate,C5H4O4,128.08086,3.2,381,CO_1:H2_1,0,0.125517241,0.535343197,90,770.2455733,253.1456202,3.261130012,554.3921021,215.8534712
249,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,111256.395,556281975.1,834422962.7,834422.9627,25000,5765.456349,10377821.43,5188910.714,145.3398324,380.6066009,228.3639605,27118.74629,812.5,29497.01157,1211.313812,38821.87329,57827.07167,19005.19838,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Limonene,C10H16,136.23244,5.6,176,CO_1:H2_1,1.292203237,0.037916667,0.172010657,90,2397.210361,787.856918,8.857306119,1505.74204,891.4683204
250,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,41832.24244,209161212.2,313741818.3,313741.8183,25000,2167.803187,3902045.737,1951022.869,54.64756524,143.1075274,85.86451644,10196.60909,812.5,11090.83337,455.4522285,14596.9678,21742.8947,7145.926901,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Lysine_L,C6H15N2O2,147.1932,4.833333333,,CO_1:H2_1,0.298994791,0.093333333,0.457476923,90,901.347603,296.2330533,3.51720594,597.9250099,303.4225932
251,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,28690.89604,143454480.2,215181720.3,215181.7203,25000,1486.800904,2676241.628,1338120.814,37.48036256,98.1511617,58.89069702,6993.40591,812.5,7606.715032,312.3746608,10011.41849,14912.4956,4901.077109,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Malate_L,C4H4O5,132.06916,2.5,,CO_1:H2_1,0,0.151666667,0.66701596,90,618.1946955,203.1732282,2.617364312,444.951933,173.2427625
252,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,32491.2966,162456483,243684724.5,243684.7245,25000,1683.742784,3030737.011,1515368.505,42.44501723,111.1522799,66.69136792,7919.753547,812.5,8614.30169,353.751857,11337.53255,16887.80709,5550.274547,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Malonate,C3H2O4,102.04378,2,199,CO_1:H2_1,0,0.173333333,0.588997287,90,700.0808612,230.0855856,2.964060797,503.8903354,196.1905258
253,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,62732.96781,313664839,470497258.5,470497.2585,25000,3250.906947,5851632.505,2925816.252,81.95123549,214.6086221,128.7651733,15291.1609,812.5,16632.16821,683.0107191,21890.07946,32606.33984,10716.26038,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Nonane,C9H20,128.2531,6.222222222,151,CO_1:H2_1,1.715748001,0.071428571,0.305059464,90,1351.689674,444.240555,4.007148588,681.21526,670.4744144
254,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,62889.47599,314447380,471671070,471671.07,25000,3259.017413,5866231.343,2933115.671,82.15569002,215.1440345,129.0864207,15329.30977,812.5,16673.66267,684.7147158,21944.69152,32687.68716,10742.99564,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Octane,C8H18,114.22672,6.25,126,CO_1:H2_1,1.733788732,0.08,0.304300286,90,1355.061913,445.3488603,4.003385521,680.5755386,674.486374
255,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63724.12605,318620630.2,477930945.3,477930.9453,12500,3302.270103,5944086.186,2972043.093,83.24603542,217.9993609,130.7996165,15532.75572,406.25,16894.95047,693.8020418,22235.93481,33121.50823,10885.57342,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Pentane,C5H12,72.14758,6.4,36.1,CO_1:H2_1,1.82999901,0.125,0.300314602,90,1373.045883,451.2593953,3.983317279,677.1639375,695.8819458
256,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63585.3655,317926827.5,476890241.3,476890.2413,25000,3295.079345,5931142.821,2965571.41,83.06476553,217.5246629,130.5147978,15498.93284,812.5,16858.16138,692.2912742,22187.51562,33049.38549,10861.86987,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Pentanol-PW1,C5H12O,88.14658,6,138,CO_1:H2_1,1.248204979,0.102535211,0.30096997,90,1370.056049,450.2767691,4.5524527,773.916959,596.1390898
257,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,63585.3655,317926827.5,476890241.3,476890.2413,25000,3295.079345,5931142.821,2965571.41,83.06476553,217.5246629,130.5147978,15498.93284,812.5,16858.16138,692.2912742,22187.51562,33049.38549,10861.86987,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Pentanol-PW2,C5H12O,88.14658,6,138,CO_1:H2_1,1.248204979,0.102535211,0.30096997,90,1370.056049,450.2767691,4.5524527,773.916959,596.1390898
258,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,159375.2981,796876490.5,1195314736,1195314.736,25000,8259.042764,14866276.97,7433138.487,208.1999791,545.220708,327.1324248,38847.72891,812.5,42254.60487,1735.212613,55612.51222,82837.5464,27225.03418,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Phenol,C6H6O,94.11024,4.666666667,181.7,CO_1:H2_1,0.467643054,0.038315789,0.120076861,90,3434.014878,1128.608662,14.07157583,2392.167891,1041.846988
259,CarbonMonoxide_1,CO,1,0,1,28.0097,2,Categories-Category_2,1.5,500,50,,Hydrogen,50,0.25,0.0325,77.5,170,60,1812.130178,20,0.95,1,65165.55519,325827775.9,488741663.9,488741.6639,12500,3376.966904,6078540.427,3039270.214,85.1290469,222.9304702,133.7582821,15884.10408,406.25,17277.11144,709.4957287,22738.90796,33870.71124,11131.80329,0.005226289,174.0373319,189.3000929,7.773730455,249.1433481,371.1111553,121.9678072,1.571241391,Propane-PW1,C3H8,44.09482,6.666666667,-42,CO_1:H2_1,1.996152836,0.2,0.293671795,90,1404.103953,461.4668079,3.948659702,671.2721493,732.8318037
