,Substrate,Formula_S,C_Sn,H_Sn,O_Sn,MW_S,N_electrons,ParametersType,CellVoltage,CurrentDensity,FaradaicEfficiency,EnergyEfficiency,ByProducts,ByP_FE,Xco2,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,PlantLife,StreamFactor,ScalingFactor,ElectrodeArea,I,Power,kWh,kWh_sep,emol_curr,MaxProductionRate,ActualProductionRate,ActualProductionRate_mass,CO2rate_fed,CO2rate_conv,Cost_elec_h,Cost_elec_h_sep,Cost_CO2_h,Cost_electrolyzer_h,CT_savings_h,ProductionCost_hNOCT,ProductionCost_h,Cost_elec_mol,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass,BioProduct,Formula_BP,MW_BP,Deg_RedBP,BoilP_degC,SubstratePathway,CO2_BProd_mass,YieldBP_Molar,YieldBP_Mass,Bioconversion,BioproductionCost_massNOCT,BioproductionCost_mass1,CO2_OverallCons_mass,CT_OverallSavings_mass,BioproductionCost_mass2
534,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,22617.43717,113087185.8,169630778.8,169630.7788,25000,1172.066079,2109718.943,2109718.943,94.97224718,154.7478845,92.84873067,5513.00031,812.5,11992.96105,246.2493417,15784.28421,17752.2107,1967.926482,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Succinate,C4H4O4,116.07016,3,235,FOR_1:H2_0,1.626521069,0.104390244,0.263234795,90,788.9871421,87.46339922,2.500089183,425.0151611,363.971981
535,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,61588.47513,307942375.6,461913563.5,461913.5635,25000,3191.597794,5744876.029,5744876.029,258.6144416,421.3866567,252.831994,15012.19081,812.5,32657.4659,670.5499541,42981.43899,48340.20666,5358.767676,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-3-Butanediol-PW1,C4H10O2,90.1192,5.5,207,Formate_Formolase,7.937284975,0.049375,0.096669002,90,2148.45363,238.1674523,3.299692538,560.9477314,1587.505898
536,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,61588.47513,307942375.6,461913563.5,461913.5635,25000,3191.597794,5744876.029,5744876.029,258.6144416,421.3866567,252.831994,15012.19081,812.5,32657.4659,670.5499541,42981.43899,48340.20666,5358.767676,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-3-Butanediol-PW2,C4H10O2,90.1192,5.5,207,Formate_Formolase,7.937284975,0.049375,0.096669002,90,2148.45363,238.1674523,3.299692538,560.9477314,1587.505898
537,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,59481.46781,297407339,446111008.6,446111.0086,6250,3082.409835,5548337.703,5548337.703,249.7669661,406.9705705,244.1823423,14498.60778,203.125,31540.21921,647.6097261,41510.99819,46686.43672,5175.438528,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-3-Diaminopropane,C3H12N2,76.13958,6,139.3,Formate_Formolase,7.818274366,0.060510638,0.100093301,90,2074.952743,230.0194901,3.03427418,515.8266106,1559.126132
538,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,56225.53371,281127668.6,421691502.9,421691.5029,25000,2913.682941,5244629.295,5244629.295,236.0950644,384.6935588,230.8161353,13704.97384,812.5,29813.7508,612.1604566,39238.74299,44130.8851,4892.14211,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-3-Propanediol,C3H8O2,76.09282,5.333333333,213,Formate_Formolase,7.294327499,0.064054054,0.105889549,90,1961.372671,217.4285382,2.964167402,503.9084583,1457.464213
539,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,66720.84806,333604240.3,500406360.4,500406.3604,25000,3457.564277,6223615.698,6223615.698,280.165645,456.5022115,273.9013269,16263.20671,812.5,35378.92139,726.429117,46563.22557,52368.55722,5805.331649,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-4-Butanediol,C4H10O2,90.1192,5.5,230,Formate_Formolase,8.761509791,0.045576923,0.089232925,90,2327.491432,258.01474,3.411882515,580.0200275,1747.471404
540,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,81777.65637,408888281.9,613332422.8,613332.4228,25000,4237.828378,7628091.081,7628091.081,343.3902673,559.5204808,335.7122885,19933.30374,812.5,43362.83726,890.3614453,57071.08904,64186.50245,7115.413407,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-Propanol-PW1,C3H8O,60.09382,6,97,Formate_Formolase,10.93588094,0.055764706,0.072803461,90,2852.733442,316.2405958,3.984665214,677.3930865,2175.340356
541,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,87550.19682,437750984.1,656626476.2,656626.4762,25000,4536.969205,8166544.569,8166544.569,367.6295803,599.0160441,359.4096265,21340.36048,812.5,46423.74342,953.2104885,61099.6365,68717.31439,7617.677882,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,1-Propanol-PW2,C3H8O,60.09382,6,97,Formate_Formolase,11.86291238,0.052087912,0.068003233,90,3054.102862,338.5634614,4.110848793,698.8442947,2355.258567
542,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,61588.47513,307942375.6,461913563.5,461913.5635,3125,3191.597794,5744876.029,5744876.029,258.6144416,421.3866567,252.831994,15012.19081,101.5625,32657.4659,670.5499541,42981.43899,48340.20666,5358.767676,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,2-3-Butanediol,C4H10O2,90.1192,5.5,177,Formate_Formolase,7.937284975,0.049375,0.096669002,90,2148.45363,238.1674523,3.299692538,560.9477314,1587.505898
543,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,94450.13251,472250662.6,708375993.8,708375.9938,25000,4894.533173,8810159.711,8810159.711,396.602907,646.2252148,387.7351289,23022.2198,812.5,50082.45415,1028.334147,65914.97191,74133.00809,8218.036184,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,2-Methyl-1-Butanol,C5H12O,88.14658,6,129,Formate_Formolase,12.67165054,0.032916667,0.063035342,90,3294.80036,365.2460526,4.561021853,775.373715,2519.426645
544,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,38102.51332,190512566.6,285768849.9,285768.8499,25000,1974.523597,3554142.475,3554142.475,159.9951969,260.6963505,156.4178103,9287.487622,812.5,20203.96717,414.8444738,26591.02776,29906.29926,3315.271507,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,2-Pyrone-4-6-Dicarboxylate,C7H2O6,182.08458,2.571428571,355.5,Formate_Formolase,4.427103136,0.0395,0.156254691,90,1329.168856,147.3454003,2.524799545,429.2159226,899.9529335
545,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,96384.94777,481924738.9,722887108.3,722887.1083,25000,4994.797907,8990636.233,8990636.233,404.7273356,659.4631677,395.6779006,23493.83102,812.5,51108.3955,1049.399619,67265.24311,75651.62614,8386.383029,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,3-Methyl-1-Pentanol,C6H14O,102.17296,6,153,Formate_Formolase,12.89433778,0.027827789,0.061769981,90,3362.294495,372.7281346,4.691346692,797.5289377,2564.765557
546,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,90466.81644,452334082.2,678501123.3,678501.1233,25000,4688.112365,8438602.257,8438602.257,379.876676,618.9714755,371.3828853,22051.28651,812.5,47970.28935,984.9654418,63135.09051,71006.5413,7871.450798,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,4-Hydroxystyrene,C8H8O,120.14732,4.75,229,Formate_Formolase,11.5979641,0.025212766,0.065810832,90,3155.84628,349.8422577,4.907941917,834.3501259,2321.496154
547,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,67121.6732,335608366,503412549,503412.549,25000,3478.335576,6261004.037,6261004.037,281.8487387,459.2446461,275.5467877,16360.90784,812.5,35591.46008,730.7931361,46842.95391,52683.16106,5840.207149,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,5-Aminopentanoate,C5H11NO2,117.14444,4.8,247.5,Formate_Formolase,8.900842219,0.034852941,0.08870006,90,2341.473825,259.5647622,3.345681679,568.7658854,1772.707939
548,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,64706.24587,323531229.3,485296844,485296.844,25000,3353.164876,6035696.777,6035696.777,271.7061854,442.7183586,265.6310151,15772.14743,812.5,34310.67279,704.494958,45157.27258,50787.31518,5630.042603,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Acetone,C3H6O,58.07814,5.333333333,56,Formate_Formolase,8.118074343,0.072923077,0.092011155,90,2257.214008,250.2241157,3.687748552,626.9172539,1630.296754
549,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,52889.89366,264449468.3,396674202.5,396674.2025,25000,2740.825578,4933486.041,4933486.041,222.0884717,361.8712011,217.1227206,12891.91158,812.5,28045.01808,575.8433814,36910.86251,41512.77305,4601.910536,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Acrylate-PW1,C3H3O2,71.05362,3.666666667,80,Formate_Formolase,6.635589548,0.072923077,0.112567752,90,1845.012135,204.5293571,3.014309147,512.432555,1332.57958
550,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,46380.36829,231901841.5,347852762.2,347852.7622,2500,2403.493199,4326287.759,4326287.759,194.7545059,317.3332071,190.3999243,11305.21477,81.25,24593.32355,504.9703498,32367.98712,36403.50867,4035.521547,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Acrylate-PW2,C3H3O2,71.05362,3.666666667,80,Formate_Formolase,5.590203247,0.083157895,0.128366735,90,1617.933719,179.3565132,2.872015609,488.2426536,1129.691065
551,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,58969.82357,294849117.9,442273676.8,442273.6768,25000,3055.895741,5500612.333,5500612.333,247.6185351,403.4699147,242.0819488,14373.8945,812.5,31268.91839,642.0391544,41153.93129,46284.85204,5130.920741,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Adipate,C6H8O4,144.12292,4,337.5,Formate_Formolase,7.637973812,0.032244898,0.100961747,90,2057.104535,228.0409218,3.121223913,530.6080651,1526.49647
552,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,75424.96176,377124808.8,565687213.2,565687.2132,25000,3908.623181,7035521.725,7035521.725,316.7148452,516.0555186,309.6333111,18384.83443,812.5,39994.30269,821.1959225,52637.66289,59200.33304,6562.670146,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Benzoate-PW1,C7H5O2,121.1121,4.142857143,249.2,Formate_Formolase,9.569068656,0.03,0.078935359,90,2631.125913,291.6742287,4.192411839,712.7100126,1918.4159
553,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,75424.96176,377124808.8,565687213.2,565687.2132,25000,3908.623181,7035521.725,7035521.725,316.7148452,516.0555186,309.6333111,18384.83443,812.5,39994.30269,821.1959225,52637.66289,59200.33304,6562.670146,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Benzoate-PW2,C7H5O2,121.1121,4.142857143,249.2,Formate_Formolase,9.569068656,0.03,0.078935359,90,2631.125913,291.6742287,4.192411839,712.7100126,1918.4159
554,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,100514.937,502574684.9,753862027.3,753862.0273,25000,5208.819515,9375875.126,9375875.126,422.0694577,687.7204405,412.6322643,24500.51589,812.5,53298.33414,1094.36524,70147.48493,78893.21527,8745.730336,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,BenzylAlcohol,C7H8O,108.13662,4.857142857,205,Formate_Formolase,13.29313145,0.025212766,0.059231957,90,3506.365123,388.699126,5.046080301,857.8336512,2648.531472
555,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,116306.1178,581530589.1,872295883.7,872295.8837,25000,6027.139791,10848851.62,10848851.62,488.3777631,795.7632666,477.4579599,28349.61622,812.5,61671.65316,1266.293114,81167.85319,91287.56249,10119.7093,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,BetaCarotene,C40H56,536.86704,5.4,633,Formate_Formolase,15.39896161,0.004388889,0.051189882,90,4057.225,449.764858,5.821392169,989.6366687,3067.588331
556,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,124342.8985,621714492.6,932571738.9,932571.7389,12500,6443.616599,11598509.88,11598509.88,522.1247839,850.7506995,510.4504197,30308.58151,406.25,65933.17921,1353.794273,86776.57135,97595.555,10818.98365,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Butane,C4H10,58.1212,6.5,-1,Formate_Formolase,16.93979591,0.03792,0.047881274,90,4337.580222,480.8437177,5.746889415,976.9712005,3360.609022
557,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,81902.70827,409513541.4,614270312.1,614270.3121,25000,4244.308736,7639755.726,7639755.726,343.9153692,560.3760825,336.2256495,19963.78514,812.5,43429.14639,891.7229589,57158.36041,64284.65449,7126.29408,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Butanol-PW1,C4H10O,74.1202,6,117.7,Formate_Formolase,10.77796691,0.045142857,0.072692302,90,2857.095755,316.7241813,4.165395285,708.1171985,2148.978557
558,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,91263.01779,456315089,684472633.4,684472.6334,25000,4729.372592,8512870.666,8512870.666,383.2199828,624.4190633,374.651438,22245.36059,812.5,48392.47741,993.6341542,63690.74446,71631.47215,7940.727689,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Butanol-PW2,C4H10O,74.1202,6,117.7,Formate_Formolase,12.28117011,0.040512821,0.065236682,90,3183.620984,352.9212306,4.370004912,742.900835,2440.720149
559,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,55760.70012,278803500.6,418205250.9,418205.2509,3125,2889.594638,5201270.349,5201270.349,234.1431947,381.5131801,228.907908,13591.67065,101.5625,29567.27146,607.0995398,38914.34437,43766.04165,4851.697283,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Butyrate,C4H7O2,87.09568,4.75,163.5,Formate_Formolase,6.93357065,0.056428571,0.106772268,90,1945.157407,215.6309903,3.240114151,550.8194057,1394.338001
560,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,66684.59258,333422962.9,500134444.4,500134.4444,25000,3455.685469,6220233.845,6220233.845,280.0134057,456.2541525,273.7524915,16254.36944,812.5,35359.69682,726.0343823,46537.92356,52340.10065,5802.177088,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Catechol,C6H6O2,110.10924,4.333333333,245,Formate_Formolase,8.310936358,0.037322835,0.08928144,90,2326.226695,257.8745372,3.855841043,655.4929773,1670.733718
561,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,53238.1904,266190952,399286428,399286.428,25000,2758.874784,4965974.612,4965974.612,223.5509948,364.2542378,218.5525427,12976.80891,812.5,28229.70343,579.6354928,37153.93225,41786.14783,4632.215577,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,ciscisMuconate,C6H4O4,140.09156,3.333333333,345.4,Formate_Formolase,6.664787703,0.036744186,0.111831307,90,1857.162126,205.8762479,3.048658638,518.2719685,1338.890157
562,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,26599.99396,132999969.8,199499954.7,199499.9547,25000,1378.44754,2481205.572,2481205.572,111.6952899,181.9964287,109.1978572,6483.748527,812.5,14104.72323,289.6097799,18563.63573,20878.08153,2314.445804,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Citrate,C6H5O7,189.0964,2.5,,Formate_Formolase,2.875350779,0.054482759,0.223823225,90,927.9147348,102.8642579,1.97788732,336.2408445,591.6738903
563,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,66976.91149,334884557.5,502326836.2,502326.8362,25000,3470.833829,6247500.893,6247500.893,281.2408738,458.2541905,274.9525143,16325.62218,812.5,35514.69976,729.2170302,46741.92743,52569.53897,5827.61154,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,CoumaricAcid,C9H7O3,163.14818,4.111111111,346,Formate_Formolase,8.32825174,0.025079365,0.088891773,90,2336.423954,259.0049573,3.891860007,661.6162011,1674.807753
564,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,57091.51119,285457555.9,428186333.9,428186.3339,25000,2958.559061,5325406.31,5325406.31,239.7313662,390.6185529,234.3711317,13916.05585,812.5,30272.93785,621.5888627,39843.09239,44810.58256,4967.490169,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,EthylAcetate,C4H8O2,88.10352,5,77.1,Formate_Formolase,7.170411364,0.054482759,0.104283392,90,1991.581447,220.7773409,3.246083379,551.8341744,1439.747273
565,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,110907.2199,554536099.6,831804149.3,831804.1493,3125,5747.361624,10345250.92,10345250.92,465.707402,758.8241552,455.2944931,27033.63485,101.5625,58808.87203,1207.512137,77400.06383,87050.01902,9649.955189,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Farnesene,C15H24,204.34866,5.6,260 (A)/272 (B),Formate_Formolase,14.58045073,0.012091837,0.053681775,90,3868.889734,428.8868973,5.654860071,961.3262121,2907.563522
566,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,57756.67539,288783376.9,433175065.4,433175.0654,25000,2993.028767,5387451.78,5387451.78,242.5244386,395.1695881,237.1017529,14078.18963,812.5,30625.64308,628.8308966,40307.29798,45332.6636,5025.365615,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,GammaButyrolactone,C4H6O2,86.08784,4.5,204,Formate_Formolase,7.230448236,0.055116279,0.103082395,90,2014.785049,223.3495829,3.307407446,562.2592658,1452.525783
567,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,33236.73686,166183684.3,249275526.4,249275.5264,25000,1722.372503,3100270.505,3100270.505,139.5634512,227.4048415,136.4429049,8101.45461,812.5,17623.87522,361.8679035,23195.29384,26087.19773,2891.903896,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Glutamate_L,C5H8NO4,146.11892,3.4,333.8,Formate_Formolase,3.831632828,0.056428571,0.179129993,90,1159.43101,128.529062,2.23249628,379.5243675,779.9066428
568,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,53328.70601,266643530.1,399965295.1,399965.2951,25000,2763.565425,4974417.766,4974417.766,223.9310763,364.8735431,218.9241259,12998.87209,812.5,28277.69959,580.6209895,37217.1014,41857.19267,4640.091273,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Glutarate,C5H6O4,130.09654,3.6,200,Formate_Formolase,6.87279781,0.0395,0.111641494,90,1860.319674,206.2262788,2.85716334,485.7177677,1374.601907
569,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,22342.90335,111714516.8,167571775.1,167571.7751,25000,1157.839367,2084110.86,2084110.86,93.81945991,152.8695316,91.72171897,5446.082692,812.5,11847.3887,243.2603305,15592.69222,17536.73172,1944.039498,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Glycolate,C2H3O3,75.04192,2.5,112,Formate_Formolase,2.41517666,0.163448276,0.266469238,90,779.4102988,86.40175547,1.661344183,282.4285112,496.9817876
570,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,113092.1401,565460700.4,848191050.5,848191.0505,25000,5860.587131,10549056.84,10549056.84,474.882039,773.773319,464.2639914,27566.20914,812.5,59967.43222,1231.300648,78924.87853,88764.94201,9840.063476,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Heptane,C7H16,100.20034,6.285714286,98,Formate_Formolase,15.08730195,0.024183673,0.052644653,90,3945.108534,437.3361545,5.546653225,942.9310482,3002.177486
571,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,116068.8278,580344139.2,870516208.8,870516.2088,25000,6014.843104,10826717.59,10826717.59,487.3813653,794.139735,476.483841,28291.77679,812.5,61545.82946,1263.709599,81002.25297,91101.31585,10099.06288,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Hexane,C6H14,86.17396,6.333333333,69,Formate_Formolase,15.57561184,0.027398844,0.051294534,90,4048.947371,448.847239,5.601447757,952.2461186,3096.701252
572,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,70481.61714,352408085.7,528612128.6,528612.1286,25000,3652.4524,6574414.32,6574414.32,295.9573852,482.2332904,289.3399742,17179.89418,812.5,37373.08,767.374822,49187.79562,55320.349,6132.553386,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Isobutanol,C5H10O,86.1309,5.6,108,Formate_Formolase,9.275011213,0.045142857,0.084471621,90,2458.682178,272.5579283,3.584543197,609.3723434,1849.309835
573,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,58415.97155,292079857.8,438119786.7,438119.7867,25000,3027.194383,5448949.889,5448949.889,245.2928706,399.6804744,239.8082846,14238.89307,812.5,30975.23676,636.0090417,40767.40838,45850.13887,5082.730486,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Isobutyrate,C4H7O2,87.09568,4.75,155,Formate_Formolase,7.35998951,0.053863636,0.101918983,90,2037.78395,225.8991327,3.298156473,560.6866004,1477.097349
574,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,111190.1465,555950732.5,833926098.7,833926.0987,12500,5762.02326,10371641.87,10371641.87,466.8954311,760.7599311,456.4559586,27102.59821,406.25,58958.89466,1210.592525,77597.51297,87272.08539,9674.572421,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Isoprene,C5H8,68.11622,5.6,34.07,Formate_Formolase,14.62588685,0.036183206,0.05354518,90,3878.759351,429.9809965,5.661044642,962.3775892,2916.381762
575,FormicAcid,CHOOH,1,1,2,45.01654,2,Categories-Category_2,1.5,500,100,,CO,0,0.5,0.0325,77.5,170,60,1812.130178,20,0.95,1,71194.66555,355973327.7,533959991.6,533959.9916,25000,3689.403529,6640926.353,6640926.353,298.9515268,487.111948,292.2671688,17353.69973,812.5,37751.17597,775.1381995,49685.41869,55880.0139,6194.595201,0.002613144,58.04854022,126.2785856,2.592855798,166.1989127,186.9199816,20.72106895,0.977640663,Isopropanol,C3H8O,60.09382,6,82.5,Formate_Formolase,9.236323292,0.064054054,0.083625597,90,2483.556173,275.3153423,3.753328654,638.0658713,1845.490302
