,Substrate,Formula_S,C_Sn,H_Sn,O_Sn,MW_S,N_electrons,ParametersType,CellVoltage,CurrentDensity,FaradaicEfficiency,EnergyEfficiency,ByProducts,ByP_FE,Xco2,ElectricityPrice,CO2Price,CarbonTax,Conversion,ElectrolyzerPrice,PlantLife,StreamFactor,ScalingFactor,ElectrodeArea,I,Power,kWh,emol_curr,MaxProductionRate,ActualProductionRate,ActualProductionRate_mass,CO2rate_fed,CO2rate_conv,Cost_elec_h,Cost_CO2_h,Cost_electrolyzer_h,CT_savings_h,ProductionCost_hNOCT,ProductionCost_h,Cost_elec_mol,Cost_elec_mass,Cost_CO2_mass,Cost_electrolyzer_mass,CT_savings_mass,ProductionCost_massNOCT,ProductionCost_mass,CO2_ECons_mass
10,Acetaldehyde,C2H4O,2,4,1,44.05176,10,CellVoltage_Worst,4,300,70,,FormicAcid/CO,30,0.29,0.05,100,100,50,2000,20,0.95,1,72429.62694315545,217288880.82946637,869155523.3178655,869155.5233178654,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,43457.77616589327,20694.64907385572,870.3391846089335,10347.32453692786,65022.76442435793,54675.43988743007,0.07657566103174603,1738.311046635731,827.7859629542288,34.81356738435734,413.8929814771144,2600.910576974317,2187.0175954972024,4.138929814771143
11,Acetaldehyde,C2H4O,2,4,1,44.05176,10,ElectricityPrice_Best,3,300,70,,FormicAcid/CO,30,0.29,0.025,100,100,50,2000,20,0.95,1,72429.62694315545,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,16296.66606220998,20694.64907385572,870.3391846089335,10347.32453692786,37861.654320674636,27514.329783746776,0.028715872886904765,651.8666424883992,827.7859629542288,34.81356738435734,413.8929814771144,1514.4661728269853,1100.5731913498707,4.138929814771143
12,Acetaldehyde,C2H4O,2,4,1,44.05176,10,CO2Price_Best,3,300,70,,FormicAcid/CO,30,0.29,0.05,55,100,50,2000,20,0.95,1,72429.62694315545,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,32593.33212441996,11382.056990620644,870.3391846089335,10347.32453692786,44845.72829964954,34498.40376272168,0.05743174577380953,1303.7332849767984,455.2822796248258,34.81356738435734,413.8929814771144,1793.8291319859816,1379.9361505088673,4.138929814771143
13,Acetaldehyde,C2H4O,2,4,1,44.05176,10,CarbonTax_Best,3,300,70,,FormicAcid/CO,30,0.29,0.05,100,170,50,2000,20,0.95,1,72429.62694315545,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,32593.33212441996,20694.64907385572,870.3391846089335,17590.45171277736,54158.320382884616,36567.86867010726,0.05743174577380953,1303.7332849767984,827.7859629542288,34.81356738435734,703.6180685110944,2166.332815315385,1462.7147468042904,4.138929814771143
14,Acetaldehyde,C2H4O,2,4,1,44.05176,10,Conversion_Best,3,300,70,,FormicAcid/CO,30,0.29,0.05,100,100,70,2000,20,0.95,1,72429.62694315545,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,147.81892195611226,103.47324536927859,32593.33212441996,14781.892195611226,870.3391846089335,10347.32453692786,48245.56350464012,37898.23896771226,0.05743174577380953,1303.7332849767984,591.275687824449,34.81356738435734,413.8929814771144,1929.8225401856046,1515.9295587084903,4.138929814771143
15,Acetaldehyde,C2H4O,2,4,1,44.05176,10,ElectrolyzerPrice_Best,3,300,70,,FormicAcid/CO,30,0.29,0.05,100,100,50,1000,20,0.95,1,72429.62694315545,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,32593.33212441996,20694.64907385572,435.16959230446673,10347.32453692786,53723.15079058015,43375.82625365229,0.05743174577380953,1303.7332849767984,827.7859629542288,17.40678369217867,413.8929814771144,2148.926031623206,1735.0330501460917,4.138929814771143
16,Acetaldehyde,C2H4O,2,4,1,44.05176,10,FaradaicEfficiency_Best,3,300,90,,FormicAcid/CO,10,0.23,0.05,100,100,50,2000,20,0.95,1,56334.1542891209,169002462.8673627,507007388.6020881,507007.3886020881,1751.5870836298138,630571.350106733,567514.2150960597,25.0,127.65664754370763,63.82832377185382,25350.369430104405,12765.664754370764,676.9304769180594,6382.832377185382,38792.96466139323,32410.132284207844,0.044669135601851845,1014.0147772041762,510.6265901748305,27.07721907672238,255.31329508741524,1551.718586455729,1296.4052913683138,2.5531329508741525
17,Acetaldehyde,C2H4O,2,4,1,44.05176,10,CurrentDensity_Best,3,1000,70,,FormicAcid/CO,30,0.29,0.05,100,100,50,2000,20,0.95,1,21728.888082946636,217288880.82946637,651866642.4883991,651866.6424883992,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,32593.33212441996,20694.64907385572,261.10175538268004,10347.32453692786,53549.08295365836,43201.7584167305,0.05743174577380953,1303.7332849767984,827.7859629542288,10.444070215307201,413.8929814771144,2141.963318146334,1728.0703366692196,4.138929814771143
18,Acetaldehyde,C2H4O,2,4,1,44.05176,10,CellVoltage_Best,2,300,70,,FormicAcid/CO,30,0.29,0.05,100,100,50,2000,20,0.95,1,72429.62694315545,217288880.82946637,434577761.65893275,434577.7616589327,2252.040536095475,810734.5929943711,567514.2150960597,25.0,206.94649073855717,103.47324536927859,21728.888082946636,20694.64907385572,870.3391846089335,10347.32453692786,43293.87634141129,32946.55180448343,0.03828783051587301,869.1555233178655,827.7859629542288,34.81356738435734,413.8929814771144,1731.7550536564515,1317.8620721793372,4.138929814771143
19,AceticAcid,CH3COOH,2,4,2,60.05076,8,Worst,4,100,50,,FormicAcid/CO,50,0.375,0.08,140,30,30,4000,20,0.95,1,178525.5098260945,178525509.8260945,714102039.304378,714102.039304378,1850.2865094648446,832628.9292591801,416314.46462959005,25.0,366.43999176696514,109.93199753008953,57128.16314435024,51301.59884737512,4290.447244078215,3297.959925902686,112720.20923580357,109422.24930990089,0.13722358456888886,2285.1265257740097,2052.063953895005,171.6178897631286,131.91839703610742,4508.808369432142,4376.889972396035,4.397279901203581
20,AceticAcid,CH3COOH,2,4,2,60.05076,8,Base,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,510.76752905693036,6805.314132815067,33249.12899034005,26443.81485752498,0.04594539661904762,765.1093278261195,544.4251306252054,20.430701162277217,272.2125653126027,1329.9651596136018,1057.7525943009991,2.7221256531260267
21,AceticAcid,CH3COOH,2,4,2,60.05076,8,Best,2,1000,90,,FormicAcid/CO,10,0.275,0.025,55,170,70,1000,20,0.95,1,9918.083879227474,99180838.79227473,198361677.58454946,198361.67758454947,1027.9369497026914,462571.62736621115,416314.46462959005,25.0,63.98158586407329,44.7871101048513,4959.041939613737,3518.987222524031,59.58954505664188,7613.8087178247215,8537.61870719441,923.8099893696881,0.011911769493827159,198.36167758454945,140.75948890096126,2.383581802265675,304.5523487129889,341.50474828777635,36.95239957478748,1.791484404194052
22,AceticAcid,CH3COOH,2,4,2,60.05076,8,ElectricityPrice_Worst,3,300,70,,FormicAcid/CO,30,0.325,0.08,100,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,30604.373113044774,13610.628265630134,510.76752905693036,6805.314132815067,44725.768907731835,37920.45477491677,0.07351263459047618,1224.174924521791,544.4251306252054,20.430701162277217,272.2125653126027,1789.0307563092733,1516.8181909966706,2.7221256531260267
23,AceticAcid,CH3COOH,2,4,2,60.05076,8,CO2Price_Worst,3,300,70,,FormicAcid/CO,30,0.325,0.05,140,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,19054.87957188219,510.76752905693036,6805.314132815067,38693.380296592106,31888.06616377704,0.04594539661904762,765.1093278261195,762.1951828752876,20.430701162277217,272.2125653126027,1547.7352118636843,1275.5226465510816,2.7221256531260267
24,AceticAcid,CH3COOH,2,4,2,60.05076,8,CarbonTax_Worst,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,30,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,510.76752905693036,2041.5942398445202,33249.12899034005,31207.534750495528,0.04594539661904762,765.1093278261195,544.4251306252054,20.430701162277217,81.6637695937808,1329.9651596136018,1248.301390019821,2.7221256531260267
25,AceticAcid,CH3COOH,2,4,2,60.05076,8,Conversion_Worst,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,30,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,226.84380442716892,68.05314132815067,19127.733195652985,22684.38044271689,510.76752905693036,6805.314132815067,42322.88116742681,35517.56703461174,0.04594539661904762,765.1093278261195,907.3752177086756,20.430701162277217,272.2125653126027,1692.9152466970722,1420.7026813844695,2.7221256531260267
26,AceticAcid,CH3COOH,2,4,2,60.05076,8,ElectrolyzerPrice_Worst,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,50,4000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,1021.5350581138607,6805.314132815067,33759.89651939698,26954.58238658191,0.04594539661904762,765.1093278261195,544.4251306252054,40.86140232455443,272.2125653126027,1350.395860775879,1078.1832954632764,2.7221256531260267
27,AceticAcid,CH3COOH,2,4,2,60.05076,8,FaradaicEfficiency_Worst,3,300,50,,FormicAcid/CO,50,0.375,0.05,100,100,50,2000,20,0.95,1,59508.50327536484,178525509.8260945,535576529.4782835,535576.5294782835,1850.2865094648446,832628.9292591801,416314.46462959005,25.0,219.86399506017906,109.93199753008953,26778.826473914174,21986.399506017908,715.0745406797025,10993.199753008954,49480.30052061178,38487.100767602824,0.06432355526666665,1071.153058956567,879.4559802407164,28.602981627188104,439.7279901203582,1979.2120208244712,1539.4840307041131,4.397279901203581
28,AceticAcid,CH3COOH,2,4,2,60.05076,8,CurrentDensity_Worst,3,100,70,,FormicAcid/CO,30,0.325,0.05,100,100,50,2000,20,0.95,1,127518.22130435324,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,1532.3025871707912,6805.314132815067,34270.66404845391,27465.349915638843,0.04594539661904762,765.1093278261195,544.4251306252054,61.29210348683165,272.2125653126027,1370.8265619381564,1098.6139966255537,2.7221256531260267
29,AceticAcid,CH3COOH,2,4,2,60.05076,8,CellVoltage_Worst,4,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,510072885.21741295,510072.88521741296,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,25503.64426087065,13610.628265630134,510.76752905693036,6805.314132815067,39625.040055557714,32819.72592274265,0.06126052882539683,1020.1457704348261,544.4251306252054,20.430701162277217,272.2125653126027,1585.0016022223087,1312.789036909706,2.7221256531260267
30,AceticAcid,CH3COOH,2,4,2,60.05076,8,ElectricityPrice_Best,3,300,70,,FormicAcid/CO,30,0.325,0.025,100,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,9563.866597826493,13610.628265630134,510.76752905693036,6805.314132815067,23685.262392513556,16879.94825969849,0.02297269830952381,382.55466391305976,544.4251306252054,20.430701162277217,272.2125653126027,947.4104957005422,675.1979303879396,2.7221256531260267
31,AceticAcid,CH3COOH,2,4,2,60.05076,8,CO2Price_Best,3,300,70,,FormicAcid/CO,30,0.325,0.05,55,100,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,7485.845546096574,510.76752905693036,6805.314132815067,27124.34627080649,20319.032137991424,0.04594539661904762,765.1093278261195,299.433821843863,20.430701162277217,272.2125653126027,1084.9738508322596,812.7612855196569,2.7221256531260267
32,AceticAcid,CH3COOH,2,4,2,60.05076,8,CarbonTax_Best,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,170,50,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,510.76752905693036,11569.034025785615,33249.12899034005,21680.09496455443,0.04594539661904762,765.1093278261195,544.4251306252054,20.430701162277217,462.7613610314246,1329.9651596136018,867.2037985821772,2.7221256531260267
33,AceticAcid,CH3COOH,2,4,2,60.05076,8,Conversion_Best,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,70,2000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,97.21877332592953,68.05314132815067,19127.733195652985,9721.877332592954,510.76752905693036,6805.314132815067,29360.37805730287,22555.063924487804,0.04594539661904762,765.1093278261195,388.87509330371824,20.430701162277217,272.2125653126027,1174.4151222921148,902.2025569795121,2.7221256531260267
34,AceticAcid,CH3COOH,2,4,2,60.05076,8,ElectrolyzerPrice_Best,3,300,70,,FormicAcid/CO,30,0.325,0.05,100,100,50,1000,20,0.95,1,42506.07376811774,127518221.30435324,382554663.9130597,382554.6639130597,1321.6332210463177,594734.949470843,416314.46462959005,25.0,136.10628265630135,68.05314132815067,19127.733195652985,13610.628265630134,255.38376452846518,6805.314132815067,32993.74522581158,26188.431092996514,0.04594539661904762,765.1093278261195,544.4251306252054,10.215350581138608,272.2125653126027,1319.7498090324632,1047.5372437198605,2.7221256531260267
35,AceticAcid,CH3COOH,2,4,2,60.05076,8,FaradaicEfficiency_Best,3,300,90,,FormicAcid/CO,10,0.275,0.05,100,100,50,2000,20,0.95,1,33060.27959742491,99180838.79227473,297542516.3768242,297542.5163768242,1027.9369497026914,462571.62736621115,416314.46462959005,25.0,89.5742202097026,44.7871101048513,14877.12581884121,8957.42202097026,397.26363371094584,4478.71101048513,24231.81147352242,19753.100463037288,0.03573530848148148,595.0850327536484,358.2968808388104,15.890545348437835,179.1484404194052,969.2724589408967,790.1240185214915,1.791484404194052
