BioProduct,SubstratePathway,Cost + sep,,,BioproductionCost_mass2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Acetaldehyde,1734.285394,,,1452.234112,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Acetaldehyde,1704.442989,,,1422.391707,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Acetaldehyde,1847.766552,,,1565.71527,,,Sum of Cost + sep,Column Labels,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Acetaldehyde,1796.270388,,,1514.219106,,,Row Labels,Acetaldehyde,Acetate,CarbonDioxide_4,CO_1:H2_0,CO_1:H2_0.5,CO_1:H2_1,CO_1:H2_2,EG_Glycolate,EG_SACA,Ethanol,FOR_1:H2_0,FOR_1:H2_0.5,FOR_1:H2_1,FOR_1:H2_2,Formate_Formolase,Formate_RGP-Serine,Formate_SerineCycle,Glycolaldehyde_Glycolate,Glycolaldehyde_SACA,Methanol_Formolase,Methanol_RuMP,Methanol_SerineCycle,Grand Total
2-Pyrone-4-6-Dicarboxylate,Acetate,2531.871966,,,2249.820684,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Acetate,5836.475265,,,5554.423982,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Acetate,5794.205772,,,5512.15449,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Acetate,4144.916745,,,3862.865463,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Acetate,3682.695672,,,3400.64439,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Acetate,3467.578904,,,3185.527622,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Acetate,2713.427501,,,2431.376219,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Acetate,3781.068936,,,3499.017654,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Acetate,4990.391256,,,4708.339974,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Acetate,4990.391256,,,4708.339974,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Acetate,6404.836169,,,6122.784887,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Acetate,6650.670198,,,6368.618916,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Acetate,7192.949024,,,6910.897742,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Acetate,4637.413447,,,4355.362165,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Acetate,5506.97185,,,5224.920568,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Acetate,3178.531243,,,2896.479961,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Acetate,4258.912666,,,3976.861384,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Acetate,3467.033423,,,3184.982141,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Acetate,1646.737876,,,1364.686594,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Acetate,4318.972826,,,4036.921544,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Acetate,3286.707509,,,3004.656227,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Acetate,6400.854606,,,6118.803324,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Acetate,3405.265386,,,3123.214104,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Acetate,2021.11812,,,1739.066838,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Acetate,3348.451236,,,3066.399954,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Acetate,1465.2,,,1183.148717,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Acetate,6344.632536,,,6062.581254,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Acetate,6599.562743,,,6317.511461,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Acetate,4156.235463,,,3874.184181,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Acetate,3454.129044,,,3172.077762,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Acetate,6419.584915,,,6137.533632,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Acetate,4112.241849,,,3830.190567,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Acetate,2266.036775,,,1983.985493,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Acetate,6391.489452,,,6109.43817,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Acetate,3357.509511,,,3075.458229,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Acetate,1626.585485,,,1344.534203,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Acetate,1523.87414,,,1241.822858,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Acetate,6293.273181,,,6011.221899,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Acetate,6479.288849,,,6197.237567,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Acetate,6493.451977,,,6211.400695,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Acetate,5271.894296,,,4989.843014,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Acetate,5632.806562,,,5350.75528,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Acetate,5851.407545,,,5569.356263,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Acetate,6737.512222,,,6455.46094,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Acetate,8626.824293,,,8344.773011,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Acetate,2978.671591,,,2696.620309,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Acetate,6898.223132,,,6616.171849,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Acetate,1954.930574,,,1672.879292,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,CO_1:H2_0,4105.599597,,,3823.548315,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,CO_1:H2_0,4105.599597,,,3823.548315,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,CO_1:H2_0,5216.023858,,,4933.972576,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,CO_1:H2_0,3566.460104,,,3284.408822,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,CO_1:H2_0,6613.515112,,,6331.46383,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,CO_1:H2_0,6713.52802,,,6431.476738,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,CO_1:H2_0,5007.421677,,,4725.370395,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,CO_1:H2_0,4105.599597,,,3823.548315,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,CO_1:H2_0,5651.243484,,,5369.192202,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,CO_1:H2_0,5907.105596,,,5625.054314,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,CO_1:H2_0,12810.16939,,,12528.11811,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,CO_1:H2_0,4585.218176,,,4303.166894,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,CO_1:H2_0,8852.026965,,,8569.975683,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,CO_1:H2_0,3670.181203,,,3388.129921,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,CO_1:H2_0,12882.44661,,,12600.39533,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,CO_1:H2_0,13817.85184,,,13535.80056,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,CO_1:H2_0,9497.016229,,,9214.964947,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,CO_1:H2_0,5390.25045,,,5108.199168,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,CO_1:H2_0,5390.25045,,,5108.199168,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,CO_1:H2_0,3847.434624,,,3565.383342,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,CO_1:H2_0,9125.786735,,,8843.735453,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,CO_1:H2_0,2806.349987,,,2524.298705,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,CO_1:H2_0,9635.881272,,,9353.82999,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,CO_1:H2_0,3806.649239,,,3524.597957,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,CO_1:H2_0,10550.048,,,10267.99672,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,CO_1:H2_0,7316.588213,,,7034.536931,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,CO_1:H2_0,3212.356622,,,2930.30534,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,CO_1:H2_0,5654.921995,,,5372.870713,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,CO_1:H2_0,7234.442168,,,6952.390886,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,CO_1:H2_0,7267.650465,,,6985.599183,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,CO_1:H2_0,4677.92714,,,4395.875858,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,CO_1:H2_0,3847.434624,,,3565.383342,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,CO_1:H2_0,10688.64555,,,10406.59427,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,CO_1:H2_0,5007.421677,,,4725.370395,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,CO_1:H2_0,3403.91374,,,3121.862458,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,CO_1:H2_0,10480.74923,,,10198.69795,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,CO_1:H2_0,4084.978655,,,3802.927373,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,CO_1:H2_0,2691.575694,,,2409.524412,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,CO_1:H2_0,2984.229999,,,2702.178717,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,CO_1:H2_0,7189.816494,,,6907.765212,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,CO_1:H2_0,7209.389444,,,6927.338162,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,CO_1:H2_0,7313.770968,,,7031.719686,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,CO_1:H2_0,6197.467503,,,5915.416221,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,CO_1:H2_0,6197.467503,,,5915.416221,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,CO_1:H2_0,14656.54756,,,14374.49628,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,CO_1:H2_0,7494.036423,,,7211.985141,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,CO_1:H2_0,7494.036423,,,7211.985141,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,CO_1:H2_0,6089.122132,,,5807.07085,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,CO_1:H2_0,14566.66959,,,14284.61831,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,CO_1:H2_0,2750.919562,,,2468.86828,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,CO_1:H2_0.5,2371.33718,,,2089.285898,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,CO_1:H2_0.5,2371.33718,,,2089.285898,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,CO_1:H2_0.5,3233.233728,,,2951.182446,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,CO_1:H2_0.5,2072.683122,,,1790.63184,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,CO_1:H2_0.5,4068.480782,,,3786.4295,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,CO_1:H2_0.5,4152.997603,,,3870.946321,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,CO_1:H2_0.5,2879.51708,,,2597.465798,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,CO_1:H2_0.5,2371.33718,,,2089.285898,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,CO_1:H2_0.5,3233.416347,,,2951.365065,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,CO_1:H2_0.5,3690.734342,,,3408.68306,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,CO_1:H2_0.5,7711.554048,,,7429.502766,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,CO_1:H2_0.5,2628.101385,,,2346.050103,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,CO_1:H2_0.5,5338.072546,,,5056.021264,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,CO_1:H2_0.5,2280.94341,,,1998.892128,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,CO_1:H2_0.5,7728.560624,,,7446.509342,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,CO_1:H2_0.5,8280.420854,,,7998.369572,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,CO_1:H2_0.5,5850.550223,,,5568.498941,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,CO_1:H2_0.5,3089.95236,,,2807.901078,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,CO_1:H2_0.5,3089.95236,,,2807.901078,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,CO_1:H2_0.5,2216.1008,,,1934.049518,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,CO_1:H2_0.5,5513.512748,,,5231.461466,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,CO_1:H2_0.5,1746.975008,,,1464.923726,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,CO_1:H2_0.5,5809.924067,,,5527.872785,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,CO_1:H2_0.5,2193.976684,,,1911.925402,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,CO_1:H2_0.5,6429.925918,,,6147.874636,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,CO_1:H2_0.5,4450.02848,,,4167.977198,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,CO_1:H2_0.5,2000.343664,,,1718.292382,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,CO_1:H2_0.5,3410.999059,,,3128.947777,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,CO_1:H2_0.5,4114.885056,,,3832.833774,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,CO_1:H2_0.5,4134.963461,,,3852.912179,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,CO_1:H2_0.5,2698.398835,,,2416.347553,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,CO_1:H2_0.5,2216.1008,,,1934.049518,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,CO_1:H2_0.5,6511.694195,,,6229.642913,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,CO_1:H2_0.5,2879.51708,,,2597.465798,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,CO_1:H2_0.5,2111.878075,,,1829.826793,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,CO_1:H2_0.5,6389.041779,,,6106.990497,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,CO_1:H2_0.5,2546.502615,,,2264.451333,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,CO_1:H2_0.5,1680.368158,,,1398.316876,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,CO_1:H2_0.5,1846.190502,,,1564.13922,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,CO_1:H2_0.5,4087.903477,,,3805.852195,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,CO_1:H2_0.5,4099.737676,,,3817.686394,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,CO_1:H2_0.5,4162.848845,,,3880.797563,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,CO_1:H2_0.5,3858.970792,,,3576.91951,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,CO_1:H2_0.5,3858.970792,,,3576.91951,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,CO_1:H2_0.5,8795.1578,,,8513.106518,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,CO_1:H2_0.5,4271.840965,,,3989.789683,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,CO_1:H2_0.5,4271.840965,,,3989.789683,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,CO_1:H2_0.5,3708.043932,,,3425.99265,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,CO_1:H2_0.5,8768.446145,,,8486.394863,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,CO_1:H2_0.5,1725.392429,,,1443.341147,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,CO_1:H2_1,1990.567044,,,1708.515762,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,CO_1:H2_1,1990.567044,,,1708.515762,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,CO_1:H2_1,2815.137154,,,2533.085872,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,CO_1:H2_1,1744.713342,,,1462.66206,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,CO_1:H2_1,3531.82785,,,3249.776568,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,CO_1:H2_1,3613.077124,,,3331.025841,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,CO_1:H2_1,2426.558121,,,2144.506839,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,CO_1:H2_1,1990.567044,,,1708.515762,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,CO_1:H2_1,2718.74268,,,2436.691398,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,CO_1:H2_1,3223.38421,,,2941.332927,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,CO_1:H2_1,6636.446006,,,6354.394724,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,CO_1:H2_1,2198.401924,,,1916.350641,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,CO_1:H2_1,4597.110463,,,4315.059181,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,CO_1:H2_1,1988.004912,,,1705.95363,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,CO_1:H2_1,6641.798064,,,6359.746782,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,CO_1:H2_1,7112.782941,,,6830.731659,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,CO_1:H2_1,5081.646382,,,4799.5951,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,CO_1:H2_1,2584.904907,,,2302.853625,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,CO_1:H2_1,2584.904907,,,2302.853625,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,CO_1:H2_1,1857.929397,,,1575.878115,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,CO_1:H2_1,4751.81873,,,4469.767448,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,CO_1:H2_1,1639.500994,,,1357.449712,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,CO_1:H2_1,5003.172218,,,4721.120936,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,CO_1:H2_1,1839.902501,,,1557.851219,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,CO_1:H2_1,5561.145654,,,5279.094372,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,CO_1:H2_1,3845.577819,,,3563.526537,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,CO_1:H2_1,1794.775466,,,1512.724184,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,CO_1:H2_1,3132.556415,,,2850.505132,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,CO_1:H2_1,3429.963228,,,3147.911946,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,CO_1:H2_1,3447.158868,,,3165.107586,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,CO_1:H2_1,2263.77876,,,1981.727478,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,CO_1:H2_1,1857.929397,,,1575.878115,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,CO_1:H2_1,5630.930755,,,5348.879473,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,CO_1:H2_1,2412.319893,,,2130.268611,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,CO_1:H2_1,1896.477764,,,1614.426482,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,CO_1:H2_1,5526.253103,,,5244.201821,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,CO_1:H2_1,2222.09533,,,1940.044048,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,CO_1:H2_1,1577.780751,,,1295.729468,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,CO_1:H2_1,1749.413278,,,1467.361996,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,CO_1:H2_1,3406.85554,,,3124.804258,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,CO_1:H2_1,3416.990639,,,3134.939357,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,CO_1:H2_1,3471.040597,,,3188.989315,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,CO_1:H2_1,3365.86895,,,3083.817668,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,CO_1:H2_1,3365.86895,,,3083.817668,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,CO_1:H2_1,7559.20905,,,7277.157768,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,CO_1:H2_1,3564.384129,,,3282.332847,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,CO_1:H2_1,3693.746189,,,3411.694907,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,CO_1:H2_1,3205.963241,,,2923.911959,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,CO_1:H2_1,7545.816818,,,7263.765536,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,CO_1:H2_1,1572.091415,,,1290.040133,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,CO_1:H2_2,1737.391557,,,1455.340275,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,CO_1:H2_2,1737.391557,,,1455.340275,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,CO_1:H2_2,2706.158004,,,2424.106722,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,CO_1:H2_2,1567.858124,,,1285.806842,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,CO_1:H2_2,3365.806092,,,3083.75481,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,CO_1:H2_2,3268.888836,,,2986.837554,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,CO_1:H2_2,2074.153814,,,1792.102532,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,CO_1:H2_2,1737.391557,,,1455.340275,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,CO_1:H2_2,2318.324026,,,2036.272744,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,CO_1:H2_2,2811.744939,,,2529.693657,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,CO_1:H2_2,6708.164962,,,6426.11368,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,CO_1:H2_2,1966.689746,,,1684.638464,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,CO_1:H2_2,4841.47543,,,4559.424148,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,CO_1:H2_2,2214.303198,,,1932.251916,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,CO_1:H2_2,6876.761335,,,6594.710053,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,CO_1:H2_2,7351.007534,,,7068.956252,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,CO_1:H2_2,4482.017052,,,4199.96577,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,CO_1:H2_2,2079.857158,,,1797.805876,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,CO_1:H2_2,2079.857158,,,1797.805876,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,CO_1:H2_2,1763.806423,,,1481.755141,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,CO_1:H2_2,4946.637541,,,4664.586259,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,CO_1:H2_2,1890.681552,,,1608.63027,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,CO_1:H2_2,5239.870377,,,4957.819095,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,CO_1:H2_2,1746.856225,,,1464.804943,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,CO_1:H2_2,5240.278205,,,4958.226923,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,CO_1:H2_2,3961.82733,,,3679.776048,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,CO_1:H2_2,2013.847064,,,1731.795782,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,CO_1:H2_2,3693.857495,,,3411.806213,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,CO_1:H2_2,2745.040999,,,2462.989717,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,CO_1:H2_2,2759.353872,,,2477.30259,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,CO_1:H2_2,1829.158431,,,1547.107149,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,CO_1:H2_2,1763.806423,,,1481.755141,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,CO_1:H2_2,5310.546531,,,5028.495249,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,CO_1:H2_2,1945.122432,,,1663.07115,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,CO_1:H2_2,2145.630985,,,1863.579703,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,CO_1:H2_2,5205.144042,,,4923.09276,,,,,,,,,,,,,,,,,,,,,,,,,,
