BioProduct,SubstratePathway,Cost + sep,,,BioproductionCost_mass2,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Acetaldehyde,1734.285394,,,1452.234112,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Acetaldehyde,1704.442989,,,1422.391707,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Acetaldehyde,1847.766552,,,1565.71527,,,Sum of Cost + sep,Column Labels,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Acetaldehyde,1796.270388,,,1514.219106,,,Row Labels,Acetaldehyde,Acetate,CarbonDioxide_4,CO_1:H2_0,CO_1:H2_0.5,CO_1:H2_1,CO_1:H2_2,EG_Glycolate,EG_SACA,Ethanol,FOR_1:H2_0,FOR_1:H2_0.5,FOR_1:H2_1,FOR_1:H2_2,Formate_Formolase,Formate_RGP-Serine,Formate_SerineCycle,Glycolaldehyde_Glycolate,Glycolaldehyde_SACA,Methanol_Formolase,Methanol_RuMP,Methanol_SerineCycle,Grand Total
1-3-Propanediol,Formate_Formolase,7094.745608,,,6812.694326,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Formate_Formolase,8384.384456,,,8102.333174,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Formate_Formolase,10246.34692,,,9964.295641,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Formate_Formolase,10976.07374,,,10694.02246,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Formate_Formolase,7735.583429,,,7453.532147,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Formate_Formolase,11797.42977,,,11515.37849,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Formate_Formolase,4811.097854,,,4529.046572,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Formate_Formolase,12027.05117,,,11744.99989,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Formate_Formolase,11220.10628,,,10938.055,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Formate_Formolase,8447.79779,,,8165.746508,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Formate_Formolase,8075.327976,,,7793.276694,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Formate_Formolase,6652.156209,,,6370.104927,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Formate_Formolase,5829.264575,,,5547.213293,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Formate_Formolase,7425.159175,,,7143.107893,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Formate_Formolase,9384.356775,,,9102.305493,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Formate_Formolase,9384.356775,,,9102.305493,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Formate_Formolase,12504.18005,,,12222.12876,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Formate_Formolase,14427.27611,,,14145.22483,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Formate_Formolase,15485.76415,,,15203.71287,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Formate_Formolase,10231.89576,,,9949.844475,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Formate_Formolase,11415.16488,,,11133.1136,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Formate_Formolase,6987.34608,,,6705.294797,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Formate_Formolase,8304.193599,,,8022.142317,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Formate_Formolase,6691.64049,,,6409.589208,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Formate_Formolase,3407.25539,,,3125.204108,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Formate_Formolase,8336.1097,,,8054.058418,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Formate_Formolase,7159.509141,,,6877.457859,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Formate_Formolase,13753.03047,,,13470.97919,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Formate_Formolase,7235.641561,,,6953.590279,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Formate_Formolase,4227.608161,,,3945.556879,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Formate_Formolase,6735.973445,,,6453.922163,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Formate_Formolase,2907.094485,,,2625.043203,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Formate_Formolase,14055.74829,,,13773.69701,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Formate_Formolase,14433.78823,,,14151.73694,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Formate_Formolase,8844.419288,,,8562.368006,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Formate_Formolase,7323.008133,,,7040.956851,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Formate_Formolase,13788.7962,,,13506.74492,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Formate_Formolase,8908.514421,,,8626.463139,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Formate_Formolase,4783.274259,,,4501.222977,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Formate_Formolase,13735.14761,,,13453.09633,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Formate_Formolase,6829.27941,,,6547.228128,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Formate_Formolase,3375.83882,,,3093.787538,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Formate_Formolase,2927.014528,,,2644.963246,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Formate_Formolase,13946.63868,,,13664.5874,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Formate_Formolase,14218.43836,,,13936.38707,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Formate_Formolase,14351.00871,,,14068.95743,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Formate_Formolase,11382.85449,,,11100.80321,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Formate_Formolase,11714.51472,,,11432.46343,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Formate_Formolase,10988.21388,,,10706.1626,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Formate_Formolase,14856.20446,,,14574.15317,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Formate_Formolase,17839.68906,,,17557.63777,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Formate_Formolase,5762.671355,,,5480.620073,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Formate_Formolase,13531.96354,,,13249.91226,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Formate_Formolase,4054.154605,,,3772.103323,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Formate_RGP-Serine,10736.28818,,,10454.2369,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Formate_RGP-Serine,10574.08792,,,10292.03664,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Formate_RGP-Serine,10834.19239,,,10552.14111,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Formate_RGP-Serine,8727.587416,,,8445.536134,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Formate_RGP-Serine,11222.88895,,,10940.83767,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Formate_RGP-Serine,12922.01193,,,12639.96065,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Formate_RGP-Serine,15597.67693,,,15315.62565,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Formate_RGP-Serine,10574.08792,,,10292.03664,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Formate_RGP-Serine,16689.41813,,,16407.36684,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Formate_RGP-Serine,6697.627171,,,6415.575889,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Formate_RGP-Serine,17082.00857,,,16799.95729,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Formate_RGP-Serine,16025.75335,,,15743.70207,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Formate_RGP-Serine,11941.65552,,,11659.60423,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Formate_RGP-Serine,11347.22418,,,11065.1729,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Formate_RGP-Serine,9223.692568,,,8941.641286,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Formate_RGP-Serine,7783.632207,,,7501.580925,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Formate_RGP-Serine,10366.42184,,,10084.37056,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Formate_RGP-Serine,13367.21888,,,13085.1676,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Formate_RGP-Serine,13367.21888,,,13085.1676,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Formate_RGP-Serine,17708.4139,,,17426.36262,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Formate_RGP-Serine,19491.5253,,,19209.47402,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Formate_RGP-Serine,21395.96384,,,21113.91256,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Formate_RGP-Serine,13978.91466,,,13696.86337,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Formate_RGP-Serine,16148.24139,,,15866.19011,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Formate_RGP-Serine,9672.642504,,,9390.591222,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Formate_RGP-Serine,11755.77761,,,11473.72632,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Formate_RGP-Serine,9404.518352,,,9122.46707,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Formate_RGP-Serine,4682.723335,,,4400.672053,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Formate_RGP-Serine,11875.13549,,,11593.08421,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Formate_RGP-Serine,9814.087734,,,9532.036452,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Formate_RGP-Serine,19010.59256,,,18728.54128,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Formate_RGP-Serine,9867.47713,,,9585.425848,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Formate_RGP-Serine,5878.225321,,,5596.174039,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Formate_RGP-Serine,9432.559973,,,9150.508691,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Formate_RGP-Serine,4368.013666,,,4085.962384,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Formate_RGP-Serine,19380.41629,,,19098.36501,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Formate_RGP-Serine,19861.82514,,,19579.77386,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Formate_RGP-Serine,12238.63841,,,11956.58713,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Formate_RGP-Serine,9001.318398,,,8719.267116,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Formate_RGP-Serine,19046.35829,,,18764.30701,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Formate_RGP-Serine,12678.76965,,,12396.71837,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Formate_RGP-Serine,6666.353408,,,6384.302126,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Formate_RGP-Serine,18992.7097,,,18710.65841,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Formate_RGP-Serine,9609.88345,,,9327.832168,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Formate_RGP-Serine,4648.653836,,,4366.602554,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Formate_RGP-Serine,4001.359093,,,3719.30781,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Formate_RGP-Serine,19189.38478,,,18907.33349,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Formate_RGP-Serine,19529.10762,,,19247.05634,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Formate_RGP-Serine,19821.30514,,,19539.25386,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Formate_RGP-Serine,15528.60733,,,15246.55605,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Formate_RGP-Serine,16523.58801,,,16241.53673,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Formate_RGP-Serine,15880.84573,,,15598.79444,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Formate_RGP-Serine,20657.42451,,,20375.37323,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Formate_RGP-Serine,25629.89885,,,25347.84756,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Formate_RGP-Serine,8168.779583,,,7886.728301,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Formate_RGP-Serine,19286.36892,,,19004.31764,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Formate_RGP-Serine,5502.413226,,,5220.361944,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,Formate_SerineCycle,23614.98857,,,23332.93729,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,Formate_SerineCycle,23582.54852,,,23300.49723,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,Formate_SerineCycle,22045.88637,,,21763.83509,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,Formate_SerineCycle,21598.22284,,,21316.17156,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,Formate_SerineCycle,23744.74877,,,23462.69749,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,Formate_SerineCycle,31165.18242,,,30883.13113,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,Formate_SerineCycle,31797.61233,,,31515.56104,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,Formate_SerineCycle,23647.42862,,,23365.37734,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,Formate_SerineCycle,34963.89665,,,34681.84537,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pyrone-4-6-Dicarboxylate,Formate_SerineCycle,13762.07738,,,13480.0261,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,Formate_SerineCycle,35537.37193,,,35255.32065,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,Formate_SerineCycle,32839.435,,,32557.38372,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminopentanoate,Formate_SerineCycle,24669.28009,,,24387.2288,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,Formate_SerineCycle,25340.87257,,,25058.82129,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,Formate_SerineCycle,18193.21139,,,17911.16011,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,Formate_SerineCycle,16917.72935,,,16635.67807,,,,,,,,,,,,,,,,,,,,,,,,,,
Adipate,Formate_SerineCycle,21705.49654,,,21423.44526,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,Formate_SerineCycle,26691.70301,,,26409.65173,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,Formate_SerineCycle,26691.70301,,,26409.65173,,,,,,,,,,,,,,,,,,,,,,,,,,
BenzylAlcohol,Formate_SerineCycle,36497.72576,,,36215.67448,,,,,,,,,,,,,,,,,,,,,,,,,,
BetaCarotene,Formate_SerineCycle,41229.67882,,,40947.62754,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,Formate_SerineCycle,45539.75834,,,45257.70705,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,Formate_SerineCycle,31412.41312,,,31130.36183,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,Formate_SerineCycle,33147.8745,,,32865.82322,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,Formate_SerineCycle,21756.47641,,,21474.42513,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,Formate_SerineCycle,24420.43585,,,24138.38457,,,,,,,,,,,,,,,,,,,,,,,,,,
ciscisMuconate,Formate_SerineCycle,19358.69328,,,19076.642,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,Formate_SerineCycle,9629.992941,,,9347.941659,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,Formate_SerineCycle,24257.24597,,,23975.19469,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,Formate_SerineCycle,21759.6914,,,21477.64012,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,Formate_SerineCycle,40083.75979,,,39801.7085,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,Formate_SerineCycle,20870.24777,,,20588.19649,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,Formate_SerineCycle,12280.61915,,,11998.56787,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutarate,Formate_SerineCycle,19140.27147,,,18858.22019,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,Formate_SerineCycle,9588.364875,,,9306.313593,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,Formate_SerineCycle,43976.00603,,,43693.95475,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,Formate_SerineCycle,43779.11281,,,43497.06153,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,Formate_SerineCycle,27173.20254,,,26891.15125,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,Formate_SerineCycle,22159.27088,,,21877.2196,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,Formate_SerineCycle,40119.52551,,,39837.47423,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,Formate_SerineCycle,28003.03286,,,27720.98158,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,Formate_SerineCycle,13970.41798,,,13688.3667,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,Formate_SerineCycle,40065.87692,,,39783.82564,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,Formate_SerineCycle,19739.22674,,,19457.17546,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,Formate_SerineCycle,9562.826589,,,9280.775307,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,Formate_SerineCycle,8126.842219,,,7844.790937,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,Formate_SerineCycle,43442.78411,,,43160.73283,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,Formate_SerineCycle,43228.76902,,,42946.71774,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,Formate_SerineCycle,45025.18943,,,44743.13815,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,Formate_SerineCycle,32808.10517,,,32526.05389,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,Formate_SerineCycle,34068.41404,,,33786.36276,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,Formate_SerineCycle,31723.65362,,,31441.60233,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,Formate_SerineCycle,47243.58728,,,46961.536,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,Formate_SerineCycle,56989.63698,,,56707.5857,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,Formate_SerineCycle,16847.65417,,,16565.60289,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,Formate_SerineCycle,39833.80665,,,39551.75537,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,Formate_SerineCycle,11093.95086,,,10811.89958,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,FOR_1:H2_0.5,2420.646828,,,2138.595546,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,FOR_1:H2_0.5,2420.630996,,,2138.579714,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,FOR_1:H2_0.5,3304.810709,,,3022.759426,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,FOR_1:H2_0.5,2115.1415,,,1833.090218,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,FOR_1:H2_0.5,4160.354284,,,3878.303002,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,FOR_1:H2_0.5,4245.430499,,,3963.379217,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,FOR_1:H2_0.5,2939.999586,,,2657.948304,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,FOR_1:H2_0.5,2420.630996,,,2138.579714,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Methyl-1-Butanol,FOR_1:H2_0.5,3302.139469,,,3020.088187,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Methyl-1-Pentanol,FOR_1:H2_0.5,3770.743395,,,3488.692113,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxystyrene,FOR_1:H2_0.5,7895.609579,,,7613.558296,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetone,FOR_1:H2_0.5,2683.729503,,,2401.678221,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW1,FOR_1:H2_0.5,5464.923211,,,5182.871929,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylate-PW2,FOR_1:H2_0.5,2331.093673,,,2049.042391,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW1,FOR_1:H2_0.5,7914.611376,,,7632.560094,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoate-PW2,FOR_1:H2_0.5,8480.317244,,,8198.265962,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane,FOR_1:H2_0.5,5982.184439,,,5700.133157,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW1,FOR_1:H2_0.5,3155.334894,,,2873.283612,,,,,,,,,,,,,,,,,,,,,,,,,,
Butanol-PW2,FOR_1:H2_0.5,3155.334894,,,2873.283612,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrate,FOR_1:H2_0.5,2262.469025,,,1980.417742,,,,,,,,,,,,,,,,,,,,,,,,,,
Catechol,FOR_1:H2_0.5,5643.912663,,,5361.861381,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrate,FOR_1:H2_0.5,1785.217513,,,1503.166231,,,,,,,,,,,,,,,,,,,,,,,,,,
CoumaricAcid,FOR_1:H2_0.5,5948.037758,,,5665.986476,,,,,,,,,,,,,,,,,,,,,,,,,,
EthylAcetate,FOR_1:H2_0.5,2239.81449,,,1957.763208,,,,,,,,,,,,,,,,,,,,,,,,,,
Farnesene,FOR_1:H2_0.5,6578.658702,,,6296.60742,,,,,,,,,,,,,,,,,,,,,,,,,,
GammaButyrolactone,FOR_1:H2_0.5,4553.508766,,,4271.457484,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate_L,FOR_1:H2_0.5,2044.096266,,,1762.044984,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycolate,FOR_1:H2_0.5,3492.002703,,,3209.951421,,,,,,,,,,,,,,,,,,,,,,,,,,
Heptane,FOR_1:H2_0.5,4203.553803,,,3921.502521,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexane,FOR_1:H2_0.5,4224.005405,,,3941.954123,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutanol,FOR_1:H2_0.5,2754.663968,,,2472.612686,,,,,,,,,,,,,,,,,,,,,,,,,,
Isobutyrate,FOR_1:H2_0.5,2262.469025,,,1980.417742,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprene,FOR_1:H2_0.5,6662.478466,,,6380.427184,,,,,,,,,,,,,,,,,,,,,,,,,,
Isopropanol,FOR_1:H2_0.5,2939.999586,,,2657.948304,,,,,,,,,,,,,,,,,,,,,,,,,,
Itaconate,FOR_1:H2_0.5,2158.519426,,,1876.468144,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonene,FOR_1:H2_0.5,6536.74882,,,6254.697538,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine_L,FOR_1:H2_0.5,2602.040247,,,2319.988965,,,,,,,,,,,,,,,,,,,,,,,,,,
Malate_L,FOR_1:H2_0.5,1716.871861,,,1434.820579,,,,,,,,,,,,,,,,,,,,,,,,,,
Malonate,FOR_1:H2_0.5,1887.272727,,,1605.221445,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonane,FOR_1:H2_0.5,4176.070716,,,3894.019434,,,,,,,,,,,,,,,,,,,,,,,,,,
Octane,FOR_1:H2_0.5,4188.124878,,,3906.073596,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentane,FOR_1:H2_0.5,4252.409095,,,3970.357813,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW1,FOR_1:H2_0.5,3943.388467,,,3661.337185,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentanol-PW2,FOR_1:H2_0.5,3943.388467,,,3661.337185,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenol,FOR_1:H2_0.5,9006.748817,,,8724.697534,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW1,FOR_1:H2_0.5,4363.427053,,,4081.375771,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane-PW2,FOR_1:H2_0.5,4363.427053,,,4081.375771,,,,,,,,,,,,,,,,,,,,,,,,,,
Shikimate,FOR_1:H2_0.5,3793.998762,,,3511.94748,,,,,,,,,,,,,,,,,,,,,,,,,,
Styrene,FOR_1:H2_0.5,8977.756913,,,8695.705631,,,,,,,,,,,,,,,,,,,,,,,,,,
Succinate,FOR_1:H2_0.5,1762.413057,,,1480.361775,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW1,FOR_1:H2_1,2038.800475,,,1756.749193,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Butanediol-PW2,FOR_1:H2_1,2038.786887,,,1756.735605,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Diaminopropane,FOR_1:H2_1,2889.258264,,,2607.206982,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3-Propanediol,FOR_1:H2_1,1786.246671,,,1504.195389,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-Butanediol,FOR_1:H2_1,3626.966902,,,3344.91562,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW1,FOR_1:H2_1,3708.795453,,,3426.744171,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Propanol-PW2,FOR_1:H2_1,2486.156326,,,2204.105044,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3-Butanediol,FOR_1:H2_1,2038.786887,,,1756.735605,,,,,,,,,,,,,,,,,,,,,,,,,,
